difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
medium,What does the show vlan brief command display on a Cisco switch?,The current OSPF routing table entries for all VLANs,The trunk links and their associated 802.1Q tags,The ARP table mapping IP addresses to MAC addresses,The list of configured VLANs their names and the ports assigned to each VLAN,D,show vlan brief gives a quick summary view: VLAN ID; name; status; and which ports are members. It is the standard verification command after VLAN configuration.,cisco vlan verification,show vlan brief lists vlan ids names and port assignments,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration, VLANs, STP, PoE, and Troubleshooting.md
medium,What happens at Layer 2 when a host in VLAN 10 tries to reach a host in VLAN 20 on the same switch?,The switch floods the frame to all ports to find the destination,The switch forwards the frame because both devices are on the same physical hardware,The switch applies NAT to translate between the two VLANs automatically,Traffic cannot pass at Layer 2 and a Layer 3 device such as a router is required to route between VLANs,D,VLANs are separate Layer 2 broadcast domains. A switch only forwards frames within the same VLAN. Hosts in different VLANs must be routed by a Layer 3 device such as a router or Layer 3 switch.,vlan isolation,inter-vlan communication requires layer 3 routing,/home/citadel/Documents/citavault/NETC-121/Notes List C - Personal Notes/Lecture Week 7/VLAN - Virtual Local Area Network.md
medium,What is the correct Cisco IOS command sequence to assign FastEthernet 0/5 as an access port in VLAN 20?,vlan 20 access fa0/5 then no shutdown,switchport trunk allowed vlan 20 then switchport mode trunk,interface vlan 20 then switchport fa0/5 access,switchport mode access then switchport access vlan 20,D,To assign an interface as an access port: enter the interface with 'interface fa0/5'; then set 'switchport mode access'; and finally 'switchport access vlan 20'. The mode command must come first.,cisco vlan configuration,switchport mode access then switchport access vlan assignment,/home/citadel/Documents/citavault/NETC-121/Notes List C - Personal Notes/Lecture Week 7/VLAN - Virtual Local Area Network.md
medium,What is the SolarWinds TFTP Server primarily used for in network administration?,Assigning IP addresses to Cisco routers via BOOTP,Providing encrypted file transfer for switch IOS upgrades,Monitoring VLAN traffic between managed switches,Backing up Cisco router and switch configurations by receiving copied files over the network,D,The SolarWinds TFTP Server is a free tool used to receive router and switch configuration backups. A router uses the copy command to send its running config to the TFTP server IP where it is saved as a named file.,tftp backup workflow,solarwinds tftp receives cisco device configuration backups,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 15 - SolarWinds TFTP Server/Transcript.md
medium,What is the decimal value of binary 101?,3,4,6,5,D,Binary 101 = (1x4) + (0x2) + (1x1) = 4 + 0 + 1 = 5. Only add place values where the bit is 1.,binary to decimal conversion,add place values only where bits are 1,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 14 - How to convert binary to decimal/Transcript.md
hard,Why is leaving switch ports in auto trunk negotiation mode a security risk?,Auto negotiation disables 802.1Q tagging causing frame loss on trunk links,Auto negotiation broadcasts VLAN IDs in cleartext enabling passive eavesdropping,Trunk negotiation causes STP topology changes that expose routing tables,An attacker can connect a rogue switch which negotiates a trunk and gains access to traffic across multiple VLANs,D,If a switch port is left in auto/dynamic mode; a rogue switch can trigger trunk negotiation. The attacker's device then receives tagged frames from all VLANs on that trunk — a VLAN hopping risk. Best practice is to force ports to access mode explicitly.,vlan security,auto trunk negotiation enables vlan hopping via rogue switch,/home/citadel/Documents/citavault/NETC-121/Notes List C - Personal Notes/Lecture Week 7/VLAN - Virtual Local Area Network.md
hard,What is router-on-a-stick and why is it required for inter-VLAN routing?,A dedicated routing switch that handles inter-VLAN traffic using internal SVIs,A load-balancing technique distributing inter-VLAN traffic across multiple routers,A Cisco proprietary feature that routes between VLANs without a physical router,A configuration where a router uses subinterfaces on a single trunk link to route traffic between multiple VLANs,D,Router-on-a-stick uses one physical router port configured as a trunk. Subinterfaces are created per VLAN each with its own IP and dot1Q encapsulation. The router then routes between VLANs over that single link — required because Layer 2 switches cannot route between VLANs without Layer 3 help.,inter-vlan routing,router subinterfaces on trunk link enable inter-vlan routing,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration, VLANs, STP, PoE, and Troubleshooting.md
hard,What is the key advantage of RSTP over classic STP?,RSTP supports more than 4096 VLANs while classic STP is limited to 1024,RSTP eliminates BPDUs and uses flooding to detect topology changes,RSTP assigns root bridges by MAC address only while classic STP uses bridge priority,RSTP achieves significantly faster convergence often under 10 seconds compared to the much longer timers of classic STP,D,Classic STP convergence can take 30-50 seconds due to listening and learning timer delays. RSTP (Rapid STP) redesigns the state machine and negotiation process to converge in seconds improving network recovery time significantly.,spanning tree protocol,rstp achieves faster convergence than classic stp,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration, VLANs, STP, PoE, and Troubleshooting.md
hard,What criterion determines which switch wins the root bridge election in STP?,The switch with the most active ports is elected root,The switch with the highest MAC address is always elected root,Root election is random and re-runs after every topology change,The switch with the lowest bridge ID which combines bridge priority and MAC address wins the root election,D,Bridge ID = bridge priority (default 32768) + MAC address. The switch with the numerically lowest bridge ID becomes root. Admins can lower priority manually to control which switch wins the election.,spanning tree protocol,lowest bridge id wins root election combining priority and mac,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Essential - Chapter 8 Introduction to Switch Configuration/Essential Chapter 8 - Switch Configuration, VLANs, STP, PoE, and Troubleshooting.md
hard,Why does 802.1Q tagging on trunk links add overhead and what networking concern does this create?,Tagging adds a second IP header increasing CPU processing at every router hop,Tagging replaces the EtherType field preventing normal IPv4 packet forwarding,The tag doubles the FCS field causing CRC errors on segments without jumbo frame support,The VLAN tag increases the Ethernet frame size which can cause fragmentation or drops on devices that enforce strict standard MTU limits,D,802.1Q inserts a 4-byte tag into Ethernet frames. This grows frame size beyond the standard 1500-byte payload MTU. Devices that enforce strict MTU limits may drop or fragment these larger tagged frames. MTU consistency across the path must be planned and verified.,vlan overhead and mtu,802.1q tag increases frame size risking drops on strict mtu devices,/home/citadel/Documents/citavault/NETC-121/Notes List C - Personal Notes/Lecture Week 7/VLAN - Virtual Local Area Network.md
hard,In binary place-value notation why does adding one more bit to a number dramatically expand the maximum representable value?,Each additional bit adds a fixed value of 256 to the maximum,Additional bits only increase range if the leftmost bit is set to 1,More bits increase resolution not maximum value by dividing the same range more finely,Each additional bit doubles the maximum representable range because each new place value is exactly twice the previous highest value,D,Binary is base-2 positional. Each bit position is worth double the position to its right (1; 2; 4; 8; 16...). Adding one bit adds a new place value equal to all previous bits combined plus one — so the total range doubles. 8 bits max 255; 9 bits max 511; 16 bits max 65535.,binary number system,each additional bit doubles maximum representable range,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 13 - representing numbers and letters with binary/Transcript.md
hard,What is a TCP MSS value of 1460 designed to achieve in standard IP/Ethernet environments?,It limits the number of VLANs that can be carried on a single trunk to 1460,It sets the maximum number of TCP segments per second the switch can process,It defines the maximum distance in meters for 802.1Q trunk links,It sizes TCP payload to fit within a standard 1500-byte Ethernet MTU after subtracting 20-byte IP header and 20-byte TCP header to avoid fragmentation,D,Standard Ethernet MTU is 1500 bytes. IPv4 header = 20 bytes; TCP header = 20 bytes. That leaves 1460 bytes for TCP payload. Setting MSS to 1460 ensures TCP segments fit inside one Ethernet frame without triggering IP fragmentation.,mss and mtu,tcp mss 1460 fits 1500-byte mtu minus 20-byte ip and tcp headers,/home/citadel/Documents/citavault/NETC-121/Notes List C - Personal Notes/Lecture Week 7/VLAN - Virtual Local Area Network.md
