difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
hard,What is the broadcast address for the network 192.168.10.0/24?,192.168.10.0,192.168.10.1,192.168.10.254,192.168.10.255,D,Broadcast = all host bits set to 1. For /24 the host portion is the last octet: 11111111 = 255 giving 192.168.10.255.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
hard,Why is subnetting used in network design?,To increase the size of each broadcast domain,To segment networks controlling broadcast scope and improving IP address efficiency,To eliminate the requirement for a default gateway,To replace the classful addressing model entirely,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and improving address space utilization.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
hard,Which RFC1918 private range provides the largest number of addresses?,192.168.0.0/16,172.16.0.0/12,10.0.0.0/8,169.254.0.0/16,C,10.0.0.0/8 has 24 host bits providing over 16.7 million addresses — the largest of the three RFC1918 private ranges.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/Public and Private IP Addresses.md
hard,What does the Protocol field in an IPv4 header identify?,The destination TCP or UDP port number,The upper-layer protocol carried in the payload (e.g. TCP=6; UDP=17; ICMP=1),The version of IP being used,The packet's fragmentation offset value,B,The IPv4 Protocol field tells the receiving host which Layer 4 protocol to hand the payload to for processing.,packet header essentials,ttl; protocol field; addressing; and fragmentation controls,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
hard,Which error detection mechanism operates at the Ethernet frame level?,TCP checksum in the transport header,IP header checksum in the network header,CRC carried in the Ethernet FCS trailer,MD5 hash of the entire frame,C,The FCS field in the Ethernet frame trailer carries the CRC value used for frame-level integrity checking.,error detection methods,checksum (transport/header) and crc/fcs (frame integrity),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Error Detection - Checksum and CRC.md
hard,How does IP datagram forwarding differ from circuit-switched networking?,IP datagrams require a pre-established path before any data can flow,Each IP datagram is forwarded independently at each hop and packets may arrive out of order,Circuit switching uses IP addresses; datagrams use MAC addresses,IP datagrams are only used within LANs not across routed networks,B,IP is a connectionless datagram service — each packet is routed independently with no guaranteed ordering or reserved path.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
easy,What does a subnet address with all host bits set to binary 1 represent?,The network identifier address,The first usable host address on the subnet,The broadcast address sent to all hosts on the subnet,The default gateway address,C,All host bits = 1 produces the broadcast address — frames sent here are delivered to every host on the subnet.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
easy,What do TCP and UDP port numbers identify?,The physical network interface on a router,The next-hop router in a path,The application or service endpoint at a host,The subnet a host belongs to,C,Port numbers identify which application or service at a host should receive the data — e.g. port 80 = HTTP; port 443 = HTTPS.,port model,tcp/udp port numbers identify application endpoints,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
easy,In classful IPv4 the 192.168.x.x address range belongs to which class?,Class A,Class B,Class C,Class D,C,192.168.x.x is in the Class C range (192.0.0.0 to 223.255.255.255) with a default /24 mask.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
easy,Why is subnetting used in network design?,To increase broadcast domain size so all devices receive every broadcast,To segment networks into smaller parts controlling broadcast traffic and improving address efficiency,To eliminate the need for a default gateway between network segments,To replace the classful addressing model with CIDR notation,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and making IP address use more efficient.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
medium,What determines the dividing line between the network portion and host portion of an IPv4 address?,The default gateway IP set in DHCP options,The subnet mask or CIDR prefix length applied to the address,The ARP table entries maintained by the local switch,The DNS server assignment in the DHCP server configuration,B,The subnet mask marks network bits with 1 and host bits with 0 — the prefix length tells you exactly where that boundary falls.,network/host boundary,subnet mask and prefix split determine network id vs host space,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 8 - Binary Math and Subnetting/Subnetting.md
medium,How does ARP locate the MAC address for a destination IP on the local segment?,It sends a DNS query to the local DNS server for the destination's MAC record,It broadcasts an ARP request to all devices on the segment and the owner of that IP replies with its MAC,It opens a TCP connection and reads the source MAC from the SYN packet,It looks up the destination MAC address in the IP routing table,B,ARP broadcasts the target IP to the local segment — only the device that owns that IP sends back a unicast reply with its MAC.,arp operations,resolve local destination mac for ipv4 communication,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/ARP.md
medium,How does IP forward each packet across a routed network?,It reserves a fixed end-to-end path before any data flows,Each packet is forwarded independently at each hop and may take different routes or arrive out of order,IP guarantees in-order delivery using acknowledgements at the network layer,All packets in a flow follow the exact same shortest path,B,IP is connectionless — each datagram is routed independently at every hop with no ordering guarantee.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,In what order is data wrapped by headers as it travels down the protocol stack from application to wire?,Data Link → Network → Transport → Application data,Application data → Transport → Network → Data Link → Physical,Network → Transport → Application → Physical,Physical → Data Link → Network → Transport,B,Encapsulation adds a header at each layer going down — Transport wraps application data; Network wraps that; Data Link wraps that.,encapsulation chain,application data wrapped through transport; network; and data-link layers,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/OSI Encapsulation Table.md
medium,What does a recursive DNS resolver do when a client submits a name query?,It provides an authoritative answer directly from its own zone file,It queries multiple DNS servers through the hierarchy on behalf of the client until the name is fully resolved,It caches DHCP lease records and returns the associated hostname,It forwards the query to the client's default gateway for resolution,B,A recursive resolver walks the DNS hierarchy — root; TLD; domain — on the client's behalf until it gets a final answer.,dns functional model,records; zones; resolver behavior; and lookup workflows,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 6 DNS and Name Resolution/DNS, Queries, Zones, and Resource Records.md
medium,Which port number does DNS use for standard name resolution queries?,80,443,25,53,D,DNS uses port 53 — UDP for standard queries and TCP for zone transfers or large responses.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
