difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What is a VLAN?,A logical LAN segment,A routing metric,A physical cable type,A DNS record,A,A VLAN is a logical network segment that separates broadcast domains.,vlan,definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does VLAN stand for?,Virtual Local Area Network,Verified Link Access Number,Variable Layer Address Name,Virtual Loopback Access Node,A,VLAN stands for Virtual Local Area Network.,vlan,full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does a VLAN create at Layer 2?,A separate broadcast domain,A default route,A DNS zone,A transport session,A,VLANs separate a switched network into separate broadcast domains.,vlan,broadcast domain,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What is inter-VLAN routing?,Routing between VLANs,Switching inside one VLAN,Learning source MAC addresses,Assigning DNS names,A,Inter-VLAN routing allows traffic to move between VLANs.,inter-vlan routing,definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What kind of device is needed for traffic between different IP subnets?,Layer 3 device,Layer 1 repeater,Patch panel,Media converter,A,Traffic between IP subnets requires Layer 3 forwarding.,inter-vlan routing,layer 3 requirement,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does SVI stand for?,Switched Virtual Interface,Static VLAN Identifier,Subnet Verification Index,Switch Voice Interface,A,SVI stands for Switched Virtual Interface.,svi,full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What is the main purpose of an SVI?,Provide a Layer 3 gateway for a VLAN,Store switch passwords,Disable trunking,Replace all routing protocols,A,An SVI provides a Layer 3 IP interface for a VLAN.,svi,purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What interface type is created with interface vlan 10?,SVI,Routed physical port,Loopback cable,Console line,A,The interface vlan command creates a switched virtual interface.,svi,interface command,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What IP address do hosts usually use to leave their local subnet?,Default gateway,DNS server address,Loopback address,Broadcast address,A,Hosts send remote-subnet traffic to their default gateway.,default gateway,host forwarding,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What command can convert a capable switch port into a routed port?,no switchport,no shutdown,show ip route,switchport access vlan,A,The no switchport command makes a capable switch interface operate as a routed port.,routed port,no switchport,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,When is a routed switch port commonly useful?,Point-to-point Layer 3 links,Accessing a single VLAN only,Creating a DNS zone,Learning wireless clients,A,A routed port is commonly used for point-to-point Layer 3 links.,routed port,use case,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,When is an SVI commonly useful?,Routing for an entire VLAN,Connecting only a console cable,Replacing all switch ports,Creating a password database,A,An SVI is commonly used as the Layer 3 gateway for a VLAN.,svi,use case,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What is route redistribution?,Sharing routes from one routing source into another,Encrypting route updates,Deleting duplicate switch ports,Changing MAC addresses into VLANs,A,Route redistribution advertises routes from one source or protocol into another.,route redistribution,definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What is one reason route redistribution is used?,Different routing protocols need to share routes,All hosts need MAC addresses,Switches need power,Frames need checksums,A,Redistribution helps different routing domains exchange reachability information.,route redistribution,purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does mutual redistribution mean?,Routes are redistributed both directions,Only static routes are used,All routes are deleted,Only one VLAN is routed,A,Mutual redistribution shares route information in both directions between routing systems.,route redistribution,mutual definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What type of route is entered manually by an administrator?,Static route,Connected route,OSPF LSA,Dynamic neighbor,A,A static route is manually configured by an administrator.,static routing,definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What kind of routing lets routers share routes automatically?,Dynamic routing,Static routing,Layer 2 switching,Name resolution,A,Dynamic routing protocols let routers exchange route information automatically.,dynamic routing,definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does EIGRP stand for?,Enhanced Interior Gateway Routing Protocol,External Internet Gateway Relay Process,Ethernet Interior Group Route Path,Enhanced Interface Graph Routing Platform,A,EIGRP stands for Enhanced Interior Gateway Routing Protocol.,eigrp,full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does OSPF stand for?,Open Shortest Path First,Open Static Packet Forwarding,Optimized Switch Port Filtering,Outside System Path Function,A,OSPF stands for Open Shortest Path First.,ospf,full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,Which routing protocol is commonly associated with Cisco environments?,EIGRP,OSPF,RIPng,IS-IS,A,EIGRP is commonly associated with Cisco routing environments.,eigrp,cisco association,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,Which routing protocol is an open standard?,OSPF,EIGRP,Static routing,Connected routing,A,OSPF is an open standard supported by many vendors.,ospf,open standard,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What routing protocol type is OSPF?,Link state,Path vector only,Static only,Layer 2 only,A,OSPF is a link-state routing protocol.,ospf,protocol type,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What routing protocol type is EIGRP often called?,Advanced distance vector,Link state only,Path vector only,Layer 2 protocol,A,EIGRP is often described as an advanced distance-vector protocol.,eigrp,protocol type,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does EIGRP commonly use in its default metric?,Bandwidth and delay,Hop count only,MAC address only,VLAN ID only,A,EIGRP commonly uses bandwidth and delay in its default metric.,eigrp,metric basics,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What metric does OSPF use?,Cost,Hop count only,VLAN number,MAC distance,A,OSPF uses cost as its metric.,ospf,metric basics,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,In OSPF which cost is preferred?,Lower cost,Higher cost,Random cost,Oldest cost,A,OSPF prefers the path with the lower cost.,ospf,cost preference,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What routing table code commonly marks an internal EIGRP route?,D,O,R,S,A,Internal EIGRP routes commonly appear with D in the routing table.,eigrp,route code,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What routing table code commonly marks an OSPF route?,O,D,R,S,A,OSPF routes commonly appear with O in the routing table.,ospf,route code,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does D EX mean in an EIGRP route entry?,External EIGRP route,Direct Ethernet route,Disabled exchange route,Default excluded route,A,D EX indicates an external EIGRP route.,eigrp,external route code,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What kind of route may become D EX after being redistributed into EIGRP?,External route,Local switch frame,Native VLAN,Console line,A,A redistributed route may appear as an external EIGRP route.,eigrp,redistributed route code,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does LSA stand for?,Link-State Advertisement,Local Switch Address,Layered Service Assignment,Link Speed Algorithm,A,LSA stands for Link-State Advertisement.,ospf,lsa full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What do OSPF routers exchange to describe topology information?,LSAs,DHCP leases,DNS records,HTTP headers,A,OSPF routers exchange LSAs to share topology information.,ospf,lsa purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What do OSPF routers build from received LSAs?,Link-state database,MAC address table,Password list,Wireless profile,A,OSPF routers build a link-state database from LSAs.,ospf,link state database,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What packets does OSPF use to discover neighbors?,Hello packets,ARP replies,DNS queries,TFTP blocks,A,OSPF uses hello packets to discover and maintain neighbors.,ospf,hello packets,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,Which OSPF area is the backbone area?,Area 0,Area 1,Area 10,Area 255,A,Area 0 is the OSPF backbone area.,ospf,backbone area,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What does ABR stand for?,Area Border Router,Access Bridge Repeater,Automatic Backup Route,Advanced Bandwidth Relay,A,ABR stands for Area Border Router.,ospf,abr full name,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What is administrative distance used to compare?,Trust of route sources,Length of Ethernet cables,Size of VLAN tags,Speed of DNS replies,A,Administrative distance compares the trustworthiness of route sources.,administrative distance,purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,Which administrative distance is preferred?,Lower value,Higher value,Random value,Longest value,A,A lower administrative distance is preferred.,administrative distance,preference,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What administrative distance is commonly used by internal EIGRP?,90,110,120,170,A,Internal EIGRP commonly uses administrative distance 90.,administrative distance,eigrp internal,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
easy,What administrative distance is commonly used by OSPF?,110,90,1,170,A,OSPF commonly uses administrative distance 110.,administrative distance,ospf,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why can a Layer 3 switch reduce the need for router-on-a-stick inside a LAN?,It routes between VLANs internally,It removes VLAN separation,It disables all trunks,It replaces IP addressing,A,A Layer 3 switch can perform inter-VLAN routing within the switching infrastructure.,layer 3 switch,router on a stick comparison,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why is Layer 2 switching alone not enough for hosts in different VLAN subnets?,Layer 2 does not route between IP networks,Layer 2 cannot forward frames,Layer 2 ignores MAC addresses,Layer 2 replaces IP gateways,A,Different IP subnets require Layer 3 routing.,inter-vlan routing,layer 2 limitation,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What happens when a host sends traffic to a remote subnet?,It forwards the frame to its default gateway,It sends directly without a gateway,It broadcasts to all VLANs,It starts a routing protocol,A,A host sends remote-subnet traffic to its default gateway.,default gateway,remote subnet behavior,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why might an SVI remain down after configuration?,No active port or trunk supports the VLAN,The IP address is private,OSPF is enabled,The switch has a MAC table,A,An SVI usually needs the VLAN to exist and have active Layer 2 presence.,svi,down condition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does a Layer 3 switch still need a routing table?,It must choose next hops for routed packets,It must store DNS names,It must learn wireless keys,It must assign MAC addresses,A,Layer 3 forwarding requires routing-table decisions.,layer 3 switch,routing table need,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What is the effect of missing ip routing on a Layer 3 switch?,The switch may not route between networks,All switch ports shut down,All VLANs are deleted,OSPF becomes static,A,Without ip routing the switch may have management IPs but not route traffic.,layer 3 switch,missing ip routing,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why is a routed port different from an access switch port?,A routed port has its own Layer 3 address,A routed port belongs only to VLAN 1,A routed port stores DNS entries,A routed port cannot use IP,A,A routed port behaves like a router interface with an IP address.,routed port,access port contrast,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why do devices in separate VLANs often use different IP subnets?,Each VLAN is a separate broadcast domain,Each VLAN must use the same gateway,Each VLAN disables routing,Each VLAN removes Layer 3,A,VLANs commonly separate broadcast domains and IP subnets.,vlan,subnet relationship,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What makes a Layer 3 switch useful in a campus network?,Fast internal routing between VLANs,Internet firewall policy only,Wireless encryption only,DNS record storage,A,Layer 3 switches are useful for fast routing inside LAN and campus designs.,layer 3 switch,campus use,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why might a router still be better than a Layer 3 switch at an internet edge?,Routers often support broader WAN and edge features,Layer 3 switches cannot use MAC addresses,Routers cannot route between networks,Switches always block IP traffic,A,Routers typically provide broader WAN and internet-edge capabilities.,router vs layer 3 switch,edge role,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does route redistribution require planning?,It can create loops and metric problems,It disables all dynamic protocols,It removes routing tables,It blocks connected routes,A,Redistribution can create route-control problems if it is not planned.,route redistribution,planning need,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why can redistribution need metric configuration?,Protocols use different metric systems,Metrics are Layer 2 addresses,Metrics replace VLANs,Protocols never use metrics,A,Redistributed routes may need a metric that the receiving protocol understands.,route redistribution,metric requirement,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What problem can mutual redistribution create without controls?,Routes can be reintroduced into their original protocol,All interfaces become loopbacks,MAC tables stop learning,VLANs merge automatically,A,Mutual redistribution can feed routes back into the protocol they came from.,route redistribution,feedback risk,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why is physical connectivity not enough between two routing domains?,Routers still need route information,Switches cannot carry frames,Cables remove IP addresses,Hosts stop using gateways,A,Connected networks also need routing knowledge for reachability.,route redistribution,routing knowledge need,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What role does a router running both EIGRP and OSPF commonly perform?,Redistributing router between domains,Layer 2 hub only,DNS-only server,Wireless controller only,A,A router running both protocols can redistribute routes between them.,route redistribution,dual protocol router,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why can static routes be redistributed into a dynamic protocol?,Other routers can learn the manually defined reachability,Static routes become MAC addresses,Dynamic protocols require no tables,Static routes are Layer 2 frames,A,Redistribution can advertise static reachability into a dynamic routing domain.,route redistribution,static into dynamic,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why is EIGRP usually more flexible than RIP for path choice?,It considers bandwidth and delay instead of only hop count,It ignores all route metrics,It sends only DNS updates,It forwards frames without IP,A,EIGRP can account for link quality while RIP uses hop count.,eigrp,metric advantage,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why must EIGRP neighbors use the same AS number in basic configuration?,The AS number defines the EIGRP routing domain,The AS number is the VLAN ID,The AS number is the MAC table size,The AS number disables routing,A,EIGRP routers exchange routes when they are in the same EIGRP AS domain.,eigrp,as number requirement,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does the EIGRP network command enable?,EIGRP on matching interfaces,OSPF on all routers,Static routes only,Switchport trunking,A,The EIGRP network command selects interfaces that participate in EIGRP.,eigrp,network command,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does network 10.10.0.0 0.0.255.255 match in EIGRP?,Interfaces in 10.10.x.x,Only host 10.10.0.0,Every 10.x.x.x address,Only VLAN 10,A,The wildcard mask matches addresses with first two octets 10.10.,eigrp,wildcard match,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does EIGRP form neighbor relationships?,Neighbors exchange routing information,Neighbors assign VLAN IDs,Neighbors replace switch ports,Neighbors resolve domain names,A,EIGRP routers become neighbors before sharing routes.,eigrp,neighbor purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does EIGRP converge faster than older distance-vector protocols?,It sends updates when changes occur,It uses only manual routes,It waits for DNS records,It disables neighbors,A,EIGRP uses triggered updates and neighbor relationships for faster convergence.,eigrp,convergence,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does show ip eigrp neighbors verify?,EIGRP neighbor relationships,OSPF area summaries,VLAN trunk status,MAC aging timers,A,The command shows whether EIGRP neighbor relationships have formed.,eigrp,verification command,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does show ip route eigrp verify?,EIGRP routes in the routing table,Only switch port modes,Only DNS cache entries,Only console settings,A,The command filters the routing table to EIGRP-learned routes.,eigrp,route verification,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does OSPF maintain a link-state database?,To calculate paths from topology information,To store usernames,To learn MAC addresses only,To assign VLAN tags,A,OSPF uses the link-state database to calculate best paths.,ospf,link state database purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does OSPF use areas?,To improve scalability in larger networks,To disable all LSAs,To force static routing,To remove Area 0,A,OSPF areas reduce the topology detail every router must maintain.,ospf,area purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why is Area 0 important in OSPF?,It is the backbone area,It disables routing,It is the only VLAN,It stores MAC addresses,A,Area 0 is the OSPF backbone that other areas should connect to.,ospf,area 0 importance,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What makes a router an ABR in OSPF?,It has interfaces in multiple OSPF areas,It has only one switch port,It uses only static routes,It has no routing table,A,An ABR connects multiple OSPF areas.,ospf,abr role,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does OSPF prefer lower cost?,Lower cost represents the better OSPF path,Lower cost means higher VLAN ID,Lower cost disables LSAs,Lower cost means more hops,A,OSPF selects the lowest-cost route among available paths.,ospf,cost selection,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does an OSPF network statement do?,Matches interfaces and assigns an area,Creates a switch MAC table,Deletes static routes,Changes hostnames,A,An OSPF network statement enables OSPF on matching interfaces and assigns them to an area.,ospf,network command purpose,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,Why does the OSPF process ID not need to match neighbors?,It is locally significant,It is a VLAN tag,It is a MAC address,It is the default gateway,A,The OSPF process ID identifies a local process on that router.,ospf,process id scope,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
medium,What does wildcard mask 0.0.0.255 mean in a network statement?,Match the first three octets,Match no octets,Match only the last octet,Ignore every octet,A,Wildcard 0.0.0.255 means the first three octets must match.,wildcard mask,slash 24 meaning,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/MASTER LIST/Weekly AI Master Lists/Week 13 - AI Master List.md
