difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,In a hierarchical routed topology what kind of path does traffic between two hosts still follow hop by hop?,A linear hop-by-hop path,A circular switching loop,A pure broadcast path,A trunk-only path,A,Even in a hierarchy a packet still moves along a linear sequence of hops between endpoints.,router hierarchy,linear packet path,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,When a destination IP address matches both a summary route and a more specific route which route does the router use?,The most specific route,The oldest route,The route with the highest prefix number,The default route,A,Routers prefer the most specific matching route.,longest prefix,most specific route wins,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,What routing principle says that the route with the longest matching prefix is preferred over less specific routes?,Longest prefix match,Split horizon,Route poisoning,Passive interface,A,Longest prefix match means the route with the longest matching prefix is chosen.,longest prefix,concept definition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,Why can a branch router often send traffic for unknown remote destinations to one upstream router?,The upstream router is the shared next hop for remote destinations,The branch router has no interfaces,The branch router becomes a switch,The branch router uses only ARP,A,At the edge of a hierarchy one upstream router often leads to everything nonlocal.,default route,shared upstream next hop,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,Why do link-state protocols usually need more RAM and CPU?,They keep broader topology information,They avoid using routing tables,They depend on Ethernet broadcasts only,They turn every route into a default route,A,Link-state protocols store and process more topology detail.,link state,resource use,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
easy,Why can a distance-vector routing protocol converge more slowly after a route change or failure?,Route changes often move hop by hop through neighbors,Distance-vector protocols ignore failures,Distance-vector routers do not use metrics,Distance-vector routers cannot forward packets,A,Distance-vector updates often propagate hop by hop so convergence can take longer.,distance vector,slower convergence,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
easy,Why are interior gateway protocols often tuned for speed and responsiveness inside one autonomous system?,They are used for internal routing inside one organization,They only work on switches,They replace subnet masks,They are part of Ethernet framing,A,IGPs are designed to react quickly inside one routing domain.,igp design,internal responsiveness,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
easy,Which path measurement does RIP use when comparing multiple routes to the same destination network?,Hop count,Bandwidth,Delay only,MTU,A,RIP uses hop count as its route metric.,rip metric,route comparison,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
easy,Which RIP version is classful by default?,RIPv1,RIPv2,OSPF,EIGRP,A,RIPv1 is classful by default and does not carry prefix detail for modern subnetting.,ripv1,classful behavior,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
easy,Which RIP version includes subnet mask information?,RIPv2,RIPv1,OSPF,BGP,A,RIPv2 carries subnet mask information and supports classless routing better than RIPv1.,ripv2,classless update detail,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
easy,Why is RIPv2 more useful with modern subnetting?,It carries prefix or mask information,It removes the need for IP addresses,It uses link-state flooding,It requires no neighbors,A,RIPv2 is more useful for modern subnetting because it carries classless prefix information.,ripv2,modern subnetting support,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
easy,How many hops are usable in RIP before a destination is considered unreachable?,15,16,30,255,A,RIP treats 15 as the highest usable hop count.,rip metric,maximum usable hop count,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List B - Textbook Content/Essential - Chapter 9 Routing Protocols/Essential Chapter 9 - Routing Protocols.md
easy,Which routing protocol commonly fits smaller topologies with lower complexity requirements?,RIP,OSPF,EIGRP area design,BGP,A,RIP is often chosen for simpler topologies because it is easier to understand and deploy.,rip use,simpler topology fit,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
easy,Why can route summarization reduce routing-table growth?,One broad route can cover many smaller routes,It turns routers into switches,It removes the need for IP addressing,It prevents remote traffic,A,Summary routes reduce table growth by covering many smaller routes with one prefix.,route summarization,reduce routing-table growth,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
easy,Why can a default route be called the ultimate summary?,It matches every destination,It matches only one host,It removes all specific routes,It works only inside one VLAN,A,A default route is the broadest possible summary because it matches all destinations.,default route,ultimate summary,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,What allows a site to be summarized under one broader route?,The site networks share a common prefix,Every router uses the same MAC address,Every subnet has the same host count,The site uses only static routes,A,Summary routes depend on networks sharing common leading bits.,route summarization,common prefix requirement,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
easy,Why can a summarized site add more subnets without changing an upstream summary?,The new subnets can still fit inside the same broad prefix,The router stops using prefix lengths,The summary route becomes a host route,The site no longer needs routing,A,If new local subnets stay within the summarized space the upstream summary can stay the same.,route summarization,summary survives growth,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why is hop count a limited metric for routing-path selection?,Hop count ignores bandwidth and delay,Hop count is a Layer 2 field,Hop count works only on loopbacks,Hop count cannot compare any routes,A,Hop count measures only the number of routers crossed and ignores other path qualities.,rip metric,limits of hop count,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
medium,Why does classful behavior make RIPv1 weaker for modern subnetting?,RIPv1 does not advertise prefix-length detail,RIPv1 uses too many TCP ports,RIPv1 requires Ethernet only,RIPv1 cannot forward packets,A,RIPv1 is weaker for modern subnetting because it does not carry classless mask information.,ripv1,classful weakness,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
medium,Why does longest prefix match preserve correct local delivery even when broad summary routes exist in the routing table?,A more specific route overrides a broader route for the same destination,It disables route summaries,It always prefers the oldest route,It forces traffic to use the default route,A,Longest prefix match ensures precise routes still win even when broad summaries are present.,longest prefix,protects precise routing,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can summary routes shrink routing updates?,Fewer individual networks must be advertised,Fewer hosts need IP addresses,ARP requests disappear,Frames become smaller at Layer 2,A,Summary routes reduce the number of separate prefixes that need to be advertised.,route summarization,smaller updates,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why does a hierarchical router design make route summarization easier to use?,Branches often share common upstream grouping and prefixes,Every router becomes directly connected,Hierarchy removes the need for subnet masks,Summary routes work only on linear networks,A,Hierarchy groups routes in ways that make common prefixes and shared next hops easier to summarize.,router hierarchy,supports summarization,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a router use one /16 summary route for a site that contains many /24 networks?,The slash 16 can cover routes that share the same first two octets,The slash 16 forces all hosts into one VLAN,The slash 16 replaces Layer 2 delivery,The slash 16 creates extra connected interfaces,A,A slash 16 summary can cover many slash 24 networks if they share the same leading 16 bits.,route summarization,slash 16 summary logic,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why is a slash 24 route more specific than a slash 16 route?,A slash 24 matches more fixed bits,A slash 24 uses more interfaces,A slash 24 always has fewer hosts in use,A slash 24 is older than slash 16,A,A route with more matching bits is more specific than a route with fewer matching bits.,prefix length,slash 24 more specific,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why is a slash 16 route more specific than a slash 8 route?,A slash 16 matches more fixed bits,A slash 16 is always directly connected,A slash 16 has more hops,A slash 16 disables summaries,A,A slash 16 is more specific because it matches more bits than a slash 8.,prefix length,slash 16 more specific,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a router keep more specific destination routes even when a default route is also present?,Specific destinations should override the catch-all route,Default routes delete all other routes,Specific routes are Layer 2 entries,Default routes work only for broadcasts,A,Specific routes remain useful because they provide more precise forwarding than the default route.,default route,specific routes still matter,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why does slash 0 match every IPv4 destination?,It requires zero prefix bits to match,It compares all 32 bits exactly,It uses broadcast addressing,It ignores routing tables,A,A slash 0 route matches everything because no leading bits are required to match.,default route,why slash zero matches all,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a branch router often use one default route instead of many specific routes to remote destination networks?,One upstream path leads to the rest of the network and the internet,Branch routers cannot store specific routes,Dynamic routing is impossible on branches,Default routes work only for local subnets,A,A branch router can often use a default route because one upstream next hop reaches all nonlocal destinations.,default route,branch default route logic,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can route summarization improve routing scalability as an enterprise network grows?,New local subnets may still fit inside an existing summary,Summary routes increase hop count,Summary routes disable longest prefix match,Summary routes require fewer interfaces,A,Summarization improves scalability because growth can stay hidden behind the same broad prefix.,route summarization,scalability benefit,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why does a linear router design create uneven path lengths between source networks and destination networks?,Some networks sit farther down the router chain than others,Every branch has the same number of routers,Linear design removes remote destinations,Summary routes stop working,A,In a linear chain some paths cross more routers than other paths.,router hierarchy,uneven path length,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a hierarchical router design give network users more consistent path lengths to internet destinations?,Branches often reach aggregation through a similar number of routers,Every user gets a direct internet connection,Hierarchies disable remote routing,Internet traffic uses only Layer 2,A,Hierarchies often create more uniform path lengths toward shared destinations such as the internet.,router hierarchy,consistent connectivity,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a failure in one middle router of a linear router chain disconnect many downstream networks?,Later networks depend on the same chain router to continue forward,Linear routers ignore failures,Mid-path routers hold every subnet mask,Downstream networks become one VLAN,A,In a linear design many downstream paths may depend on one middle router.,router hierarchy,linear failure impact,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a failure in one branch router of a hierarchical design leave other branch networks working normally?,Other branches do not depend on that branch router for their own forwarding,Hierarchies eliminate all failures,Every branch uses a separate IP version,Branch routers are not part of routing,A,Hierarchical branches are more isolated so one branch problem does not necessarily break others.,router hierarchy,branch isolation,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why does each router still need to make its own routing decision after receiving a packet from an upstream router?,Every hop must choose the next hop for the destination,The destination IP address changes at each hop,Frames can cross routers without routing,Only hosts make forwarding decisions,A,Each router must make its own forwarding decision based on the destination prefix.,routing behavior,per hop routing decision,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can one summary route replace several specific routes for the same remote site?,The destinations share the same prefix and next-hop direction,The summary route becomes a switchport,The specific routes become ARP entries,The site stops using IP addresses,A,One summary route can replace several specific routes when they share a common prefix and path direction.,route summarization,one summary replaces many,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why is route summarization called aggregation?,It combines multiple routes into one broader advertisement,It breaks one subnet into many smaller subnets,It converts packets into frames,It combines MAC addresses into one entry,A,Route aggregation is another name for combining several routes into one summary.,route summarization,aggregation meaning,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why must summarized networks share common leading bits?,A summary keeps only the common prefix,Every summary must be a host route,Only the first octet matters,Summary routes ignore destination addresses,A,A valid summary depends on the routes sharing common leading bits.,route summarization,common leading bits,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why are nonmatching bits forced to zero in a summary network address?,The network portion stops at the common prefix,The router is choosing a broadcast address,The IP header requires zeros in every route,The subnet mask cannot contain ones,A,Once the common prefix ends the remaining host bits are zeroed in the summary network address.,route summarization,why differing bits become zero,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why are matching bits set to 1 in the summary mask?,They define the fixed prefix length,They mark the host portion,They identify the next hop,They create a default route,A,The summary mask uses ones for the bits that remain fixed across all summarized routes.,route summarization,why matching bits are ones,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why can an overly broad summary send traffic the wrong way?,It may claim reachability for destinations that are not truly behind that path,It disables longest prefix match,It turns routers into switches,It removes the destination IP,A,An overly broad summary can create a black-hole path for destinations that are not actually reachable there.,route summarization,too broad summary risk,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why is classless routing important when routers use route summarization?,Modern routers must forward by prefix length instead of old class boundaries,Classless routing removes subnet masks,Classless routing uses only default routes,Classless routing works only on hosts,A,Route summarization depends on prefix length rather than old classful boundaries.,classless routing,prefix length importance,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a router prefer a /24 route over a /8 route for the same destination IP address?,The slash 24 is more specific,The slash 8 has fewer hosts,The slash 24 has a lower MAC address,The slash 8 is only for broadcasts,A,The more specific route wins when both routes match the destination.,longest prefix,slash 24 beats slash 8,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why does a router not always use the default route even when a default route exists in the routing table?,A more specific route may match first,Default routes work only at Layer 2,Default routes have no next hop,Default routes are ignored by dynamic routing,A,A default route is used only when no more specific route matches the destination.,default route,why default is not always used,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can route summarization reduce control-plane load?,Routers process fewer route entries and advertisements,Switches stop learning MAC addresses,Packets carry fewer headers,Hosts need fewer applications,A,Fewer route entries and fewer advertisements reduce control-plane processing work.,route summarization,control plane reduction,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 24 - Route Summarization/Transcript.md
medium,Why do dynamic routing protocols matter more as a network gets larger?,Manual static route management becomes harder to maintain,Layer 2 frames become too large,Subnet masks stop working,Only large networks can use IP,A,As networks grow dynamic routing becomes more valuable because manual routing becomes harder to maintain.,dynamic routing,importance at scale,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why can one company choose different interior gateway protocols for different internal routing needs?,Protocol tradeoffs differ by scale control needs and convergence goals,IGPs work only on one router model,Every IGP uses identical behavior,Only one IGP exists in modern networks,A,Different protocols fit different topology sizes and operational goals.,protocol selection,different internal needs,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why might an older small network choose RIP?,RIP is simpler and lower in complexity,OSPF cannot route IPv4,RIP has a better metric than every other protocol,RIP eliminates all routing loops,A,RIP may fit smaller environments where simplicity matters more than advanced scaling.,rip use,small simple network,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why should routing-protocol selection be tied to network design goals instead of protocol popularity?,Scalability control and convergence needs differ by network,Every protocol behaves the same,Popular protocols are always simplest,Routing protocols matter only on hosts,A,The best routing protocol depends on the actual needs of the network.,protocol selection,choice by goals,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why can broader link-state topology knowledge help a router recover faster from a path failure?,The router may already know alternate paths,Link-state routers avoid all failures,Link-state routers do not need neighbors,Link-state routers ignore metrics,A,Broader topology knowledge can help link-state routers react more quickly to failures.,link state,faster recovery,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why can distance-vector routing take longer to recover after a route failure?,Updates propagate neighbor by neighbor,Distance-vector routers never remove bad routes,They require broadcast-only media,They use no timers at all,A,Distance-vector protocols often depend on hop-by-hop update propagation after a failure.,distance vector,slower recovery,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 23 - Dynamic Routing Protocols/Transcript.md
medium,Why does RIPv2 support VLSM better than RIPv1?,RIPv2 carries subnet mask or prefix information,RIPv2 uses only one hop,RIPv1 cannot forward IPv4,RIPv2 replaces default routes,A,RIPv2 supports VLSM because it carries classless subnet detail.,ripv2,vlsm support,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 12/Lecture Week 12.md
medium,Why can a summary route remain valid after a remote site adds more internal subnets?,Upstream routers still see the same broad prefix,Summary routes automatically become more specific,The site stops using dynamic routing,The subnets all become directly connected upstream,A,A summary route can remain valid if new local subnets stay inside the same summarized address block.,route summarization,summary remains valid after growth,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why is a default route especially useful on a router at the edge of a hierarchical design?,One upstream next hop often handles all nonlocal destinations,Edge routers cannot store specific routes,Edge routers cannot use dynamic routing,Default routes work only on internet links,A,At the edge of a hierarchy one upstream path often leads toward everything remote.,default route,edge of hierarchy use,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a router that has only local networks and one upstream link use a default route effectively for remote destinations?,All remote traffic shares the same next hop,The router becomes link state automatically,Only one subnet exists in IPv4,Default routes remove longest prefix match,A,A router with one path out can often send all unknown remote traffic to that same upstream next hop.,default route,one upstream path,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
medium,Why can a hierarchy and summarization work well together?,Hierarchy groups prefixes behind aggregation points,Hierarchy disables classless routing,Summary routes need one flat LAN,Hierarchy removes all routing updates,A,Hierarchies naturally group routes in ways that support summary prefixes.,router hierarchy,hierarchy and summarization,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List A - Video Content/Video 25 - Router Hierarchies and Default Routes/Transcript.md
