difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What is the name of OSI Layer 5?,Physical,Session,Application,Presentation,B,Layer 5 is the Session layer — it establishes; manages; and terminates communication sessions between applications.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the name of OSI Layer 6?,Transport,Network,Presentation,Session,C,Layer 6 is the Presentation layer — it handles data formatting; encoding; and encryption/decryption before the application sees it.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer directly supports user-facing applications like web browsers and email clients?,Layer 4 — Transport,Layer 5 — Session,Layer 6 — Presentation,Layer 7 — Application,D,Layer 7 is the Application layer — it provides network services directly to end-user applications such as HTTP; SMTP; and DNS.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,When a host receives data from the network in which direction does it process through the OSI layers?,Down the stack from Layer 7 to Layer 1,Across Layer 3 between router interfaces,Up the stack from Layer 1 to Layer 7,Sideways at Layer 2 between switches,C,On reception data travels up the OSI stack — each layer strips its header and passes the payload to the layer above until the application receives the original data.,layer direction model,transmit path goes down stack; receive path goes up stack,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,At which OSI layer does a NIC (Network Interface Card) primarily operate when sending and receiving frames?,Layer 1,Layer 2,Layer 3,Layer 4,B,A NIC operates at Layer 2 (Data Link) — it reads MAC addresses to decide whether to accept or discard an incoming frame.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer is responsible for adding an IP address header to data before it is sent across a network?,Layer 1,Layer 2,Layer 3,Layer 4,C,Layer 3 (Network) adds the IP source and destination addresses to the packet so routers can forward it toward the correct destination.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the IPv4 loopback address used to test whether a host's own TCP/IP stack is functioning?,10.0.0.1,192.168.0.1,127.0.0.1,169.254.0.1,C,127.0.0.1 is the loopback address — traffic sent to it never leaves the NIC and is returned to the sender to verify local IP stack operation.,ipv4 examples,private; loopback; and apipa-style formats,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,A Windows PC receives a 169.254.x.x address at startup. What does this indicate?,The device is using a reserved Class B private address,The DHCP server assigned this address from its pool,The device failed to reach a DHCP server and self-assigned an APIPA address,The device has a static IP configured by the administrator,C,169.254.x.x is the APIPA (Automatic Private IP Addressing) range — Windows assigns an address from this range when no DHCP server responds allowing limited local communication.,ipv4 examples,private; loopback; and apipa-style formats,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,How many bytes make up the OUI (vendor) portion of a MAC address?,1 byte,2 bytes,3 bytes,4 bytes,C,The first 3 bytes (24 bits) of a MAC address are the OUI identifying the hardware manufacturer.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,An ARP request is sent as which type of transmission?,Unicast directly to the destination IP address,Multicast to a group of known routers,Broadcast to all devices on the local network segment,Anycast to the nearest DNS resolver,C,An ARP request is broadcast (destination MAC FF:FF:FF:FF:FF:FF) because the sender does not yet know the destination MAC address — every device on the segment receives it.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,After a device responds to an ARP request how is the ARP reply transmitted?,As a broadcast to all devices on the segment,As a unicast directly to the device that sent the ARP request,As a multicast to the default gateway,As a broadcast to every device on the internet,B,An ARP reply is unicast — the responding device already knows the requester's MAC address from the ARP request so it sends the reply directly to that one device.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does RARP stand for?,Reverse Address Resolution Protocol,Remote Access Routing Protocol,Redundant ARP Record,Relay Address Registration Protocol,A,RARP = Reverse Address Resolution Protocol — a legacy protocol that allowed a device to broadcast its MAC address and receive an IP address in return.,rarp function,legacy reverse mapping from mac to ip request model,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What dotted-decimal subnet mask corresponds to a classful Class C /24 prefix?,255.0.0.0,255.255.0.0,255.255.255.0,255.255.255.128,C,Class C uses a /24 mask — 24 bits of 1s gives 255.255.255.0. This leaves 8 host bits for 254 usable addresses.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the destination MAC address used in an ARP broadcast?,00:00:00:00:00:00,01:00:5E:00:00:01,FF:FF:FF:FF:FF:FF,FE:FF:FF:FF:FF:FF,C,ARP broadcast requests use destination MAC FF:FF:FF:FF:FF:FF — the all-ones MAC address means every device on the local segment processes the frame.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does IEEE stand for?,International Engineering Electronics Examination,Internet Engineering and Encryption Examiner,Institute of Electrical and Electronics Engineers,Integrated Engineering and Ethernet Exchange,C,IEEE (Institute of Electrical and Electronics Engineers) is the standards body that publishes Ethernet standards like 802.3 and wireless standards like 802.11.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does IETF stand for?,International Ethernet Task Federation,Internet Engineering Task Force,Integrated Engineering Technology Framework,Internet Exchange and Transfer Foundation,B,IETF (Internet Engineering Task Force) is the standards body that develops and publishes internet protocols including TCP/IP through RFC documents.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does ISO stand for?,Internet Standards Organization,International Standards Organization,Internal Systems Oversight,Integrated Standards Office,B,ISO (International Standards Organization) is the international body responsible for developing standards including the OSI reference model.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which standards body is responsible for publishing internet protocols such as TCP and IP through RFC documents?,IEEE,IANA,ISO,IETF,D,The IETF publishes Requests for Comments (RFCs) which define the operational standards for internet protocols including TCP; UDP; IP; and DNS.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,A switch reads what type of address to decide which port to forward a frame to?,IP address,Port number,Domain name,MAC address,D,Switches operate at Layer 2 and make forwarding decisions based on destination MAC addresses maintained in a MAC address table.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,A router reads what type of address to decide how to forward a packet?,MAC address,Port number,IP address,Serial number,C,Routers operate at Layer 3 and make forwarding decisions based on destination IP addresses using routing tables.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,The last 3 bytes of a MAC address identify which portion of the address?,The vendor OUI,The network broadcast domain,The NIC-specific device identifier,The VLAN assignment,C,The last 3 bytes (24 bits) of a MAC address are assigned by the manufacturer and uniquely identify the specific NIC device.,mac address structure,48-bit address split into oui (vendor) and nic-specific portions,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What Ethernet protocol operates at OSI Layer 2 to deliver frames within a LAN?,IP,TCP,Ethernet,ICMP,C,Ethernet is the dominant Layer 2 protocol — it frames data with source and destination MAC addresses for delivery within a local area network.,layer-2 role,switches/nics deliver frames inside a lan using mac addresses,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What classful IPv4 range does the address 172.20.50.1 belong to?,Class A,Class B,Class C,Class D,B,172.20.50.1 is in the 172.0.0.0 to 191.255.255.255 range which is Class B. Class B uses a /16 default mask.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which classful IPv4 address class provides the largest number of host addresses per network?,Class C,Class D,Class B,Class A,D,Class A uses a /8 mask leaving 24 host bits — supporting over 16 million hosts per network — the largest of the three usable classes.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the purpose of testing the loopback address 127.0.0.1 on a host?,To test the physical cable connection to the switch,To verify that the local TCP/IP protocol stack is installed and functioning,To check whether the default gateway is reachable,To confirm the DHCP server responded successfully,B,Pinging 127.0.0.1 sends a packet that never leaves the host — if it succeeds the local IP stack is working. If it fails the TCP/IP software itself may be misconfigured or missing.,ipv4 examples,private; loopback; and apipa-style formats,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What Ethernet component converts digital data into electrical signals for transmission over copper wire?,Router,IP address,NIC (Network Interface Card) at Layer 1,ARP cache,C,The NIC handles the Layer 1 function of converting binary data into electrical voltage signals (or light pulses for fiber) suitable for the physical medium.,layer-1 role,physical signaling over media/connectors (for example rj-45; copper; fiber),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does an ARP cache allow a host to avoid on subsequent communications to the same destination?,Sending another ARP broadcast every single time it needs to communicate with that IP address,Establishing a new TCP session for every packet,Performing a DNS lookup before every transmission,Rerouting packets through the default gateway,A,After ARP resolves an IP-to-MAC mapping the result is stored in the ARP cache. Subsequent packets to that same IP use the cached MAC — no new broadcast is needed until the entry expires.,arp table/cache,local database of ip-to-mac mappings maintained by each device,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer handles the physical conversion of bits into electrical optical or radio signals?,Layer 2 — Data Link,Layer 3 — Network,Layer 4 — Transport,Layer 1 — Physical,D,OSI Layer 1 (Physical) is responsible for transmitting raw bits over the medium — converting binary 0s and 1s into the appropriate signals for the cable or wireless channel.,layer-1 role,physical signaling over media/connectors (for example rj-45; copper; fiber),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,A protocol suite is best described as what?,A single rule document that all vendors must follow,A collection of protocols that work together to provide a complete networking service,A physical hardware specification listing connector pin assignments,An IANA-assigned port number range for server applications,B,A protocol suite (like TCP/IP) is a family of related protocols — each handles a different function but they are designed to work together as a complete system.,protocol definition,communication rules for formatting; transmission; and processing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the difference between a proprietary protocol and an open standard protocol?,Proprietary protocols are always faster than open standards,A proprietary protocol is controlled by a single vendor and may require licensing; an open standard is publicly documented and available to all vendors,Proprietary protocols use fewer bits making them more efficient,Open standard protocols require government approval before use,B,An open standard protocol (like TCP/IP) is published and freely usable — any vendor can implement it. A proprietary protocol is owned by one company (like Cisco's old IGRP) — interoperability with other vendors is limited.,standard definition,formal published specification enabling interoperability,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What classful IPv4 range does the address 10.5.20.1 belong to and what is its default subnet mask?,Class B with /16 mask,Class A with /8 mask,Class C with /24 mask,Class D with no mask,B,10.5.20.1 falls in the Class A range (1.0.0.0 to 126.255.255.255). Class A has a default /8 mask (255.0.0.0).,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In the OSI model which two layers together make up the data communication functions handled by a NIC and switch?,Physical and Application,Network and Transport,Physical and Data Link,Session and Presentation,C,A NIC and switch together span Layer 1 (Physical — signaling) and Layer 2 (Data Link — MAC framing and delivery).,layer-1 role,physical signaling over media/connectors (for example rj-45; copper; fiber),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the main reason networking standards benefit organizations purchasing equipment?,Standards allow cheaper hardware to be built,Standards ensure equipment from different manufacturers can communicate and interoperate without compatibility issues,Standards require all devices to use the same operating system,Standards prevent ISPs from charging different prices to different customers,B,Without standards each vendor's equipment would only work with that same vendor's products. Standards (like Ethernet IEEE 802.3) allow a Cisco switch to communicate with a Dell server over a Netgear NIC without any special configuration.,standard definition,formal published specification enabling interoperability,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What classful IPv4 address class covers the range 192.0.0.0 to 223.255.255.255?,Class A,Class B,Class C,Class D,C,Class C spans 192.0.0.0 to 223.255.255.255. It has a /24 default mask leaving 8 host bits for 254 usable addresses per network.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer is responsible for establishing maintaining and terminating communication sessions between applications?,Layer 3,Layer 4,Layer 5,Layer 6,C,Layer 5 is the Session layer. It establishes and manages the dialogue between two communicating applications — for example maintaining separate login sessions for multiple simultaneous connections.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer handles data formatting translation and encryption before it reaches the application?,Layer 3,Layer 4,Layer 5,Layer 6,D,Layer 6 (Presentation) translates data into a format the application can use — it handles encoding (ASCII; Unicode); compression; and encryption/decryption.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the purpose of the IP address assigned to a network interface?,To identify the physical manufacturer of the NIC hardware,To uniquely identify the host on the network enabling packets to be routed to the correct destination,To select which wireless channel the NIC should use for transmission,To determine the maximum transmission speed of the physical link,B,An IP address is a logical Layer 3 identifier. Routers use it to locate and route packets to the correct host. Unlike MAC addresses IP addresses can be changed and are assigned based on network location.,ip address purpose,logical identifier used for host/network routing context,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,The OSI model's layered design means each layer communicates with which layers directly?,Only with all other layers simultaneously,Only with the layers immediately above and below it,Only with the same layer on the remote device,Only with Layer 1 and Layer 7 at the endpoints,B,Each OSI layer has service interfaces with the layer directly above and below — it receives services from below and provides services to above. This is what makes the layered model modular.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which classful IPv4 address class was originally intended for very large organizations with millions of hosts on a single network?,Class C,Class D,Class B,Class A,D,Class A provides only 126 possible networks but each can have over 16 million hosts. These were originally allocated to large organizations and government agencies.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does an IP address and a MAC address have in common?,Both are physical addresses burned into the NIC hardware,Both are 48-bit values,Both identify a device — an IP address identifies it logically by location; a MAC address identifies it by hardware identity,Both are used by routers to make packet forwarding decisions,C,Both IP and MAC are identifiers but of different types. MAC identifies the hardware interface permanently. IP identifies the logical network location and can change when a device moves to a different network.,ip address purpose,logical identifier used for host/network routing context,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which OSI layer is responsible for end-to-end reliable data delivery and segmentation of large messages?,Layer 1 — Physical,Layer 2 — Data Link,Layer 3 — Network,Layer 4 — Transport,D,The Transport layer (Layer 4) breaks large messages into segments; manages end-to-end delivery; and handles error correction and flow control. TCP and UDP both operate at this layer.,osi stack overview,application; presentation; session; transport; network; data link; physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,A host has the IP-to-MAC mapping for 192.168.1.5 in its ARP cache. The network administrator changes the NIC on that device giving it a new MAC address. What problem occurs and how is it resolved?,The host permanently stores the wrong MAC and can never reach 192.168.1.5 again,The host will try to send frames using the stale MAC address which will fail — once the ARP cache entry expires the host sends a new ARP request and learns the updated MAC,The ARP cache auto-updates when any NIC is replaced by reading the hardware change log,The host routes the traffic through the default gateway instead while the cache is stale,B,ARP cache entries have a time-to-live. If a NIC is replaced the cached MAC becomes incorrect and frames sent to it will be silently dropped. After the TTL expires (or the cache is manually cleared) a fresh ARP request resolves the new MAC.,arp table/cache,local database of ip-to-mac mappings maintained by each device,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Why do ARP entries in the cache have an expiration time rather than being stored permanently?,ARP entries are refreshed every second which resets the timer continuously,Devices move between networks change IP assignments or have NICs replaced — a TTL ensures stale mappings are discarded and re-learned rather than sending frames to outdated MAC addresses indefinitely,Permanent ARP entries would consume all available RAM on the device within minutes,The ARP standard requires entries to expire because MAC addresses change hourly,B,ARP cache TTL prevents stale entries. If a host gets a new IP; changes networks; or replaces its NIC the old IP-to-MAC mapping is wrong. The TTL (typically 20 minutes on Windows; 60-300 seconds on Linux) forces periodic re-resolution.,arp table/cache,local database of ip-to-mac mappings maintained by each device,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What OSI layer does the ARP protocol technically operate between and why is this unusual?,ARP operates strictly at Layer 7 as an application-layer discovery protocol,ARP sits between Layer 2 and Layer 3 — it uses Layer 2 broadcasts but resolves Layer 3 IP addresses making it unique compared to most protocols that operate cleanly at a single layer,ARP operates at Layer 1 because it broadcasts to all physical ports on the switch,ARP operates at Layer 4 because it uses port 59 for address resolution requests,B,ARP is unusual — it uses Ethernet broadcasts (Layer 2 mechanism) to resolve IP addresses (Layer 3 identifiers). It sits between these layers and some models describe it as Layer 2.5. Understanding this helps explain why ARP traffic doesn't cross router boundaries.,arp function,resolves ipv4 address to mac address in local network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,In classful IPv4 how many usable host addresses does a default Class B network provide?,65536,65534,16777214,254,B,Class B has a /16 mask — 16 host bits gives 2^16 = 65536 minus 2 (network and broadcast) = 65534 usable hosts per network.,classful addressing model,a/b/c ranges and default masks,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,When a host performs a bitwise AND of a destination IP address with its subnet mask what does the result tell it?,The destination's MAC address,The TTL value to put in the packet header,The network portion of the destination — used to determine if the destination is on the same subnet or needs to go to the gateway,The DNS name of the destination host,C,Bitwise AND of destination IP and subnet mask extracts the network portion. If it matches the host's own network — local delivery; send ARP. If it doesn't match — remote; send to default gateway.,layer-3 role,routers move packets between lans using ip addressing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,Which standards body published the OSI reference model?,IETF,IANA,IEEE,ISO,D,The OSI model was published by the ISO (International Standards Organization) in the 1980s as a framework for network protocol design and interoperability.,standards bodies,ieee; ietf; iso; and iana roles in networking consistency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
