"difficulty","question","choice_a","choice_b","choice_c","choice_d","correct_choice","explanation","concept_key","aspect_key","source_path"
"easy","Why can devices in different VLANs not communicate through Layer 2 switching alone?","Different VLANs are separate broadcast domains and need routing","Different VLANs use different cable types","Different VLANs cannot have IP addresses","Different VLANs disable MAC learning","A","Traffic between different VLANs must be routed by a Layer 3 device.","inter-vlan routing","why routing is needed","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What does a host examine to decide whether a destination is local or remote?","Its IP address and subnet information","Its SSID and channel only","Its switch port speed only","Its console settings","A","A host compares the destination IP against its own subnet information to decide whether to send locally or use the gateway.","host forwarding","local versus remote decision","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What should a host use as the next device for traffic going to another subnet?","Its default gateway","The destination host MAC directly","Any AP in range","The local broadcast address","A","Remote-subnet traffic is sent to the default gateway.","default gateway","next device for remote traffic","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What kind of interface can act as the default gateway for hosts in one VLAN on a multilayer switch?","An SVI","A console line","A disabled access port","A DHCP lease entry","A","An SVI often acts as the default gateway for hosts in a VLAN.","svi","gateway role","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What is the main difference between a Layer 2 switch and a Layer 3 switch?","A Layer 3 switch can route between networks","A Layer 2 switch uses radio signals","A Layer 3 switch cannot switch frames","A Layer 2 switch uses only IPv6","A","A Layer 3 switch adds routing capability on top of normal switching.","layer comparison","main difference","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","Why is a Layer 3 switch often easier than router-on-a-stick inside a LAN?","It can route between VLANs directly on the switch","It removes the need for VLANs","It disables trunks automatically","It replaces all DHCP servers","A","A Layer 3 switch can perform inter-VLAN routing internally without external router subinterfaces.","layer 3 switch","router on a stick comparison","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What does the default gateway represent for a host?","The exit point from the local subnet","The host's MAC address","The subnet broadcast address","The wireless network name","A","The default gateway is where a host sends traffic that must leave the local subnet.","default gateway","host perspective","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What must exist before hosts in VLAN 10 can use an SVI in VLAN 10 as a gateway?","The SVI must have an IP address","The switch must hide its SSID","The router must disable ARP","The CAM table must be empty","A","An SVI needs Layer 3 addressing to serve as a gateway.","svi","ip address requirement","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What type of Layer 2 traffic normally stays inside a single VLAN unless a router or Layer 3 switch forwards the traffic to another network?","Layer 2 broadcast traffic","All remote-subnet traffic","All routed traffic","All DNS queries everywhere","A","A VLAN is a Layer 2 broadcast boundary, so broadcasts normally stay inside that VLAN.","vlan","broadcast containment","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What would you expect a Layer 3 switch to use in addition to a MAC table?","A routing table","A beacon list only","A cable map only","A screen saver","A","Because it routes packets, a Layer 3 switch also needs a routing table.","layer 3 switch","needed table","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What does remote-subnet mean in a routing question?","The destination is on a different IP network","The destination is on the same switch port","The destination is unplugged","The destination uses wireless only","A","A remote-subnet destination is on a different IP network and therefore needs Layer 3 forwarding.","routing terminology","remote subnet meaning","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which device type normally does not perform routing between VLANs by itself?","A Layer 2 switch","A Layer 3 switch","A router","A firewall with routing features","A","A Layer 2 switch forwards within VLANs but does not route between them.","layer 2 switch","routing limitation","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What command word in Cisco configuration typically moves you into an SVI for VLAN 20?","interface vlan 20","router vlan 20","svi 20","ip route vlan 20","A","The interface vlan command enters configuration for that VLAN's SVI.","svi","cisco syntax","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What network role does a host's default gateway usually play in a VLAN design?","Layer 3 gateway for off-subnet traffic","Wireless channel selector","MAC table entry","Console management port","A","The default gateway handles traffic that leaves the local subnet.","default gateway","design role","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What is the most likely communication result if a host has no valid default gateway and tries to reach a destination on a remote subnet?","The host cannot normally reach the remote subnet","The host routes automatically anyway","The switch creates a route for it","The AP assigns a next hop","A","Without a valid default gateway, a basic host usually cannot reach destinations outside its own subnet.","host routing","missing gateway effect","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the purpose of a routed packet lookup on a Layer 3 switch?","Choose where to send the packet next","Choose the wireless band","Choose the console baud rate","Choose the trunk native VLAN","A","Layer 3 forwarding requires choosing the correct next hop or exit interface.","routing table","lookup purpose","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","Which statement best describes a router compared with a Layer 3 switch?","A router is usually more focused on broader WAN and edge roles","A router cannot use IP addresses","A router is only for one VLAN","A router is a Layer 2-only device","A","Routers often support broader WAN, edge, and advanced services than multilayer switches.","router comparison","broad role","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","Which statement best describes a Layer 3 switch in a campus network?","It combines high-speed switching with internal routing","It is only a wireless controller","It removes the need for default gateways","It can work only with one VLAN","A","Layer 3 switches are useful in campus networks because they switch and route efficiently.","layer 3 switch","campus summary","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What does a host on VLAN 10 usually use as the destination MAC when sending to a host on VLAN 20?","The default gateway MAC on the local VLAN","The remote host MAC directly","The switch chassis MAC always","The broadcast MAC of VLAN 20","A","For remote-subnet traffic, the host sends the frame to the local default gateway MAC.","routing situations","gateway mac use","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What role does the subnet mask play in host forwarding decisions?","It helps determine whether a destination is local or remote","It chooses the Wi-Fi channel","It sets the STP root bridge","It assigns a MAC address","A","The subnet mask helps the host identify whether a destination is on the same network.","subnetting","host routing decision","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What kind of communication problem is inter-VLAN routing designed to solve?","Devices in different VLANs need to reach each other","Devices need to change wireless bands","Users need to rename SSIDs","Switches need to avoid full duplex","A","Inter-VLAN routing solves communication between separate VLANs or subnets.","inter-vlan routing","problem solved","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"easy","What is the simplest description of router troubleshooting?","Finding why packets are not taking the expected path","Creating new wireless standards","Changing Ethernet into fiber","Replacing VLANs with hubs","A","Router troubleshooting focuses on why traffic is not forwarding as expected.","router troubleshooting","basic meaning","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"easy","What is a common first place to check when a routed device cannot reach another network?","The routing table","The monitor brightness","The SSID list","The patch panel color","A","The routing table is a primary place to verify whether the device knows a path to the destination network.","router troubleshooting","first check","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"easy","What is a common symptom of a missing route?","Traffic to that remote network fails","Every MAC address changes","The VLAN disappears","The console speed changes","A","If a route is missing, packets to that destination normally cannot be forwarded correctly.","router troubleshooting","missing route symptom","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"easy","What is a connected route?","A route added automatically for a directly configured network","A route learned from DNS","A route created by an SSID","A route that exists only on wireless links","A","Connected routes appear automatically when an interface is configured and up on a network.","routing fundamentals","connected route","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the main job of a router troubleshooting check on host settings?","Confirm the host has the correct IP, subnet mask, and default gateway","Confirm the host uses a hidden SSID","Confirm the switch uses WEP","Confirm the AP uses channel 3","A","Basic host settings must be correct before routed communication can work properly.","router troubleshooting","host settings check","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"easy","What is the simplest reason a Layer 3 switch is useful in a VLAN-based network?","It lets different VLANs communicate through routing","It prevents all broadcasts everywhere","It removes MAC addresses from Ethernet","It replaces every switch port with Wi-Fi","A","A multilayer switch is useful because it can route between VLANs while still switching local traffic.","layer 3 switch","simple use case","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why can a Layer 3 switch reduce the need for router-on-a-stick in a campus LAN?","It can perform inter-VLAN routing on the switch itself","It turns every access port into a wireless AP","It removes the need for IP addressing","It forwards all traffic as broadcasts","A","A Layer 3 switch can route between VLANs internally, avoiding dependence on external router subinterfaces for local campus traffic.","layer 3 switch","campus advantage","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why does a Layer 3 switch still need a MAC address table even though it can route?","It still performs Layer 2 switching for local frame delivery","Routing tables replace every frame lookup","Routers never use Ethernet","VLANs disable MAC learning","A","A multilayer switch still switches frames locally, so it still needs MAC-based forwarding information.","layer 3 switch","needs mac table","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why does a Layer 3 switch need a routing table?","It must choose next hops or exit interfaces for routed packets","It must store wireless passwords","It must calculate cable lengths","It must elect the STP root bridge","A","Routing decisions require a routing table that lists reachable networks and forwarding choices.","layer 3 switch","needs routing table","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","What forwarding step does a host take when the destination IP address is on a different subnet?","The host sends the frame toward its default gateway","The host must know the remote host MAC directly","The switch rewrites the subnet mask","The host changes VLANs first","A","For a remote destination, the host forwards the packet to its default gateway.","host routing","remote destination behavior","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is an SVI often described as a virtual gateway interface?","It gives a VLAN a Layer 3 presence without requiring a separate physical port per VLAN","It is a simulated MAC table entry","It replaces DHCP leases","It creates a hidden SSID","A","SVIs are logical interfaces that provide Layer 3 connectivity for VLANs on a switch.","svi","virtual interface meaning","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why might an SVI stay down even after an IP address is configured on it?","The VLAN may lack active Layer 2 presence","The subnet mask is private","The console cable is disconnected","The switch name is too long","A","An SVI often requires the VLAN to exist and be active on the switch before the interface will come up.","svi","troubleshooting down svi","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why is the default gateway important in the IP configuration of a basic host?","It provides a path to networks outside the local subnet","It creates the host IP address","It replaces ARP entirely","It disables broadcasts","A","Without a default gateway, a host normally cannot reach remote subnets.","default gateway","importance","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","How does a host know whether to send directly or use the default gateway?","It compares the destination IP against its own subnet information","It asks the switch for a route","It checks the wireless band first","It uses the DNS server decision","A","The host applies its IP address and subnet mask to determine whether the destination is local or remote.","host routing","decision method","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why can devices in separate VLANs still use the same physical switch hardware?","VLANs logically separate traffic even while sharing the same switch","VLANs create new physical switches automatically","VLANs replace all ports with routed links","VLANs use a different OSI model","A","VLANs are logical separations implemented on shared switching hardware.","vlan","logical separation","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why is a Layer 3 switch often faster for local inter-VLAN traffic than using an external router?","The routing happens inside the switching infrastructure","The VLANs no longer need IP addresses","The frames skip MAC addressing","The traffic becomes wireless","A","Local inter-VLAN routing on the switch can be more efficient because it stays within the campus switching fabric.","layer 3 switch","performance reason","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why should router troubleshooting start by identifying whether the failure is local-subnet or remote-subnet related?","That distinction changes whether the problem is Layer 2 local delivery or Layer 3 routing","Every problem is always a cable failure","Only wireless links use routing","Subnet type determines console speed","A","Knowing whether the destination is local or remote helps narrow whether the issue involves switching, ARP, the default gateway, or routing.","router troubleshooting","local remote distinction","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","What is a likely result if ip routing is missing on a multilayer switch that has SVIs configured?","The switch may have gateway IPs but fail to route between VLANs","All VLANs become trunks","All ports shut down","The switch becomes a DHCP server","A","Without ip routing, a switch may not actually perform Layer 3 forwarding between networks.","layer 3 switch","missing ip routing effect","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why is checking the routing table a strong troubleshooting step when remote traffic fails?","It confirms whether the device knows a path to the destination network","It reveals the SSID password","It resets the trunk configuration","It changes the subnet mask automatically","A","If the route is absent or wrong, the packet cannot be forwarded correctly.","router troubleshooting","routing table verification","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","What is the likely forwarding behavior if a host tries to reach a remote subnet but has the wrong default gateway configured?","Traffic is sent to the wrong exit point and fails","The switch corrects the gateway automatically","The host broadcasts until the route appears","The destination host answers directly","A","An incorrect gateway causes off-subnet traffic to be sent to the wrong device or nowhere useful.","default gateway","wrong gateway symptom","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why can two hosts in different VLANs fail to communicate even when both links are physically up?","The traffic still needs Layer 3 routing between the VLANs","VLANs cannot carry IP traffic","MAC addresses work only on routers","Physical link state guarantees routing","A","Different VLANs are separate Layer 2 domains, so routing is still required even if the links are up.","inter-vlan routing","physical up but logical fail","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Which troubleshooting question best checks whether a host is trying to route off-subnet correctly?","Is the configured default gateway in the host's local subnet?","What is the wireless channel width?","What is the AP model number?","What is the STP hello timer?","A","A host's default gateway should be reachable on the local subnet so the host can hand remote traffic to it.","router troubleshooting","gateway validation","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is a connected route useful in troubleshooting?","It proves the router or switch has a directly attached reachable network","It proves DNS is working","It proves WPA3 is enabled","It proves the trunk native VLAN matches","A","A connected route shows that the device recognizes a directly attached network through an interface.","router troubleshooting","connected route meaning","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is a static route useful in troubleshooting?","It lets an administrator define a path deliberately and verify whether that path should exist","It makes ARP unnecessary","It forces every packet to broadcast","It removes the need for VLANs","A","Static routes provide an explicit forwarding path that can be checked for correctness.","router troubleshooting","static route reasoning","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why does a host ARP for the default gateway MAC instead of the remote host MAC when the destination is on another subnet?","Because the next Ethernet hop is the local gateway, not the remote endpoint","Because ARP works only across routers","Because remote hosts never have MAC addresses","Because VLANs hide MAC addresses permanently","A","Ethernet delivery is local to the LAN segment, so the host needs the MAC of the local gateway interface.","routing situations","arp for gateway","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is inter-VLAN routing often described as both a switching and routing topic?","Hosts still access the switch at Layer 2, but traffic between VLANs is forwarded at Layer 3","Inter-VLAN routing uses no frames","Only routers care about VLANs","Routing and switching never interact","A","Inter-VLAN communication starts with switched access inside a VLAN and then requires Layer 3 forwarding between VLANs.","inter-vlan routing","switching plus routing","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why might a host in VLAN 10 fail to reach its SVI gateway even if the SVI IP is correct?","The host may be in the wrong VLAN or the VLAN may not be active on that path","The SVI must use wireless","The routing table must contain OSPF routes","The gateway must be on a remote subnet","A","A correct SVI IP still requires proper VLAN membership and active Layer 2 connectivity.","svi","gateway reachability issue","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why is a router usually preferred over a Layer 3 switch at the internet edge?","Routers commonly support broader WAN and edge features","Layer 3 switches cannot use IP addresses","Routers do not need routing tables","Layer 3 switches cannot connect to fiber","A","Routers are typically built for broader WAN, edge, and service-provider-facing roles.","router comparison","edge preference","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","What should a troubleshooter verify if remote traffic works from one VLAN but not another on the same multilayer switch?","Whether the failing VLAN has a correct active SVI and gateway path","Whether the Wi-Fi channel is 11","Whether the console uses 8N1","Whether STP is disabled everywhere","A","If one VLAN works and another does not, checking the failing VLAN's SVI and routing path is a focused next step.","router troubleshooting","compare working versus failing vlan","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","Why can a wrong subnet mask on a host create off-subnet communication problems?","It can make the host misjudge whether the destination is local or remote","It changes the switch MAC table format","It disables the SVI interface","It changes the wireless encryption mode","A","An incorrect mask can cause a host to choose the wrong forwarding behavior.","host routing","wrong mask effect","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is a missing connected route often tied to interface status?","Connected routes exist only when the relevant interface and network are active","Static routes always replace connected routes","Wireless links never use connected routes","Routes appear before interfaces","A","A connected route depends on a functioning configured interface on that network.","router troubleshooting","interface status relationship","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","How can comparing a working VLAN and a failing VLAN help with troubleshooting?","It can reveal what configuration or path element differs between the two","It forces both VLANs to merge","It removes the need for routing","It changes the host IP automatically","A","Comparing a working path to a failing one helps isolate the configuration difference causing the problem.","router troubleshooting","comparison method","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","Why is the phrase routing between VLANs still accurate even when a Layer 3 switch performs the task?","Because the device still makes Layer 3 decisions between different IP networks","Because VLANs become wireless bands","Because switching and routing are identical","Because SVI means no routing occurs","A","Even on a switch, moving traffic between VLAN subnets is still Layer 3 routing.","layer 3 switch","why still routing","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","What does a troubleshooting check of next-hop logic try to confirm?","That packets are being sent toward the correct next device","That the VLAN number is prime","That the AP advertises one SSID","That the cable jacket color matches","A","Troubleshooting next-hop logic focuses on whether the chosen forwarding path is correct.","router troubleshooting","next hop validation","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","Why does an inter-VLAN routing path usually involve both a host default gateway and a switch routing table?","The host needs an exit point and the Layer 3 device needs a path decision","Only hosts use routing tables","Only switches use MAC addresses","Default gateways replace SVIs","A","The host forwards off-subnet traffic to the gateway, and the Layer 3 device then routes the packet onward.","inter-vlan routing","host plus switch roles","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why should a troubleshooter care whether the failure is before or after the default gateway?","That boundary helps separate host and VLAN issues from downstream routing issues","Every failure happens after the gateway","The gateway decides the SSID","It changes Ethernet into Wi-Fi","A","The default gateway is a useful dividing line between local access problems and routed-path problems.","router troubleshooting","failure boundary","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","Why can a host with a correct IP address still fail to reach remote networks?","Another required setting such as the default gateway or subnet mask may be wrong","IP alone guarantees routing","Switches ignore gateway settings","Remote traffic uses SSIDs, not IP","A","Hosts need more than an IP address alone; mask and gateway accuracy matter too.","host routing","partial host config problem","courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does it usually mean if a multilayer switch can reach both VLAN gateways locally but end hosts in one VLAN cannot reach remote networks?","The host-side VLAN configuration or host gateway settings may be wrong","The switch has no MAC table","The internet is replacing the VLAN","The router must disable NAT","A","If the switch's Layer 3 interfaces work, the problem may be with host access to the gateway or host configuration.","router troubleshooting","host side isolation","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
"medium","Why is a Layer 3 switch described as more complex than a Layer 2 switch?","It must support both switching behavior and routing behavior","It cannot use MAC addresses","It changes Wi-Fi into Ethernet","It requires fewer configuration choices","A","A Layer 3 switch adds routing features and decisions on top of normal switching.","layer 3 switch","complexity reason","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why can an administrator use SVIs instead of a separate physical router interface for every VLAN on a multilayer switch?","SVIs provide logical Layer 3 interfaces for VLANs directly on the switch","Physical router ports can never route","SVIs disable broadcast domains","Logical interfaces remove IP addressing","A","SVIs scale inter-VLAN routing by providing one logical gateway interface per VLAN on the switch.","svi","scalability benefit","courses/NETC-121/notes-content/Notes List A - Video Content/Video 26 - Layer 2 vs Layer 3 Switches/Transcript.md"
"medium","Why should troubleshooting include verifying whether the destination network actually exists in the routing table?","Packets cannot be forwarded correctly without a known path","Every packet uses broadcast instead","Hosts can invent missing routes","The SSID determines the route automatically","A","A missing destination route is a direct reason for failed remote communication.","router troubleshooting","verify destination route","courses/NETC-121/notes-content/Notes List C - Alex's Personal Notes/Lecture Week 14/Lecture Week 14.md"
