difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
medium,Which part of an Ethernet frame does a NIC inspect first to decide whether to process or discard it?,FCS trailer,Source MAC address,Destination MAC address,Type/Length field,C,The NIC reads the Destination MAC first — if it doesn't match the device's MAC or a broadcast it discards the frame.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 2 - Ethernet Frame Structure/Frame Fields.md
medium,What makes CSMA/CA's random backoff strategy effective at reducing repeated wireless collisions?,It assigns fixed priority slots so no two devices transmit together,Randomizing wait times makes it statistically unlikely that two devices retry at exactly the same moment,It uses a shared token to grant transmission rights,It disables transmission for all other devices until the collision is resolved,B,Random backoff distributes retry timing so colliding devices don't immediately retransmit simultaneously causing another collision.,csma/ca,collision-avoidance access model used in wireless contexts,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 3 - CSMA-CD and CSMA-CA/CSMA-CA.md
easy,In the TCP/IP model which layer maps directly to the OSI Transport layer?,Application,Internet,Transport,Network Access,C,The TCP/IP Transport layer corresponds directly to OSI Layer 4 — both handle end-to-end delivery between hosts.,transport mapping,tcp/ip transport maps to osi transport,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,In the TCP/IP model which layer corresponds to the OSI Network layer handling IP routing?,Application,Transport,Internet,Network Access,C,The TCP/IP Internet layer maps to OSI Layer 3 (Network) — both handle IP addressing and routing between networks.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,Which delivery mode sends traffic from one sender to a selected group of subscribed receivers?,Broadcast,Unicast,Multicast,Anycast,C,Multicast delivers from one source to a defined group of receivers — not to all (broadcast) and not to just one (unicast).,multicast,one sender to selected group,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 1 - Unicast, Broadcast, Multicast/Multicast.md
medium,When a host needs to deliver a frame to another device on its local segment and knows only the destination IP what does it do first?,Sends a DNS query to find the destination MAC address,Sends an ARP broadcast to the segment asking which device owns that IP and awaits a MAC reply,Opens a TCP connection and reads the source MAC from the handshake,Looks up the destination MAC in the IP routing table,B,ARP broadcasts the target IP — the owning device replies with its MAC address enabling local frame delivery.,arp process,sends ip query and receives mac response on local segment,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 1 Protocols and Standards/TCP-IP Protocol Suite.md
medium,What was RARP designed to solve in early networking?,Resolving domain names before DNS was available,Allowing a diskless device to broadcast its MAC address and receive an IP in return (legacy),Translating public IPs to private RFC1918 addresses,Detecting and resolving IP address conflicts on a segment,B,RARP (Reverse ARP) let diskless hosts discover their IP by broadcasting their MAC — it was superseded by DHCP.,rarp concept,reverse request model from mac to ip (legacy context),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
medium,In the TCP/IP model the Network Access layer combines which two OSI layers?,Application and Transport,Network and Transport,Data Link and Physical,Session and Presentation,C,TCP/IP Network Access collapses OSI Layer 1 (Physical) and Layer 2 (Data Link) into a single layer.,network access mapping,tcp/ip network access maps to osi data link + physical,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 3/Week 3 Notes.md
easy,How many layers does the TCP/IP model have?,3,4,5,7,B,The TCP/IP model has 4 layers: Application; Transport; Internet; and Network Access.,tcp/ip to osi mapping,tcp/ip application maps to osi application/presentation/session,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the abbreviation CSMA stand for in networking?,Carrier Signal Mapping Algorithm,Carrier Sense Multiple Access,Collision Suppression Media Access,Channel Synchronization and MAC Address,B,CSMA = Carrier Sense Multiple Access. Devices listen (sense the carrier) to check if the medium is free before transmitting.,csma/cd,collision handling model for shared half-duplex ethernet media,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,"In CSMA/CD what does the ""CD"" portion stand for?",Channel Detection,Carrier Delivery,Collision Detection,Connection Denial,C,CD = Collision Detection. After transmitting the NIC continues monitoring the wire — if a collision is detected it broadcasts a jam signal and applies random backoff.,csma/cd,collision handling model for shared half-duplex ethernet media,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,"In CSMA/CA what does the ""CA"" portion stand for?",Channel Aggregation,Carrier Acknowledgement,Collision Avoidance,Connection Arbitration,C,CA = Collision Avoidance. Rather than detecting collisions after they occur CSMA/CA tries to prevent them by listening before transmitting and adding random wait times.,csma/ca,collision-avoidance access model used in wireless contexts,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What protocol does the ping command use to test network reachability?,TCP,UDP,ARP,ICMP,D,Ping uses ICMP (Internet Control Message Protocol) — it sends an ICMP Echo Request and waits for an ICMP Echo Reply from the target host.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does a successful ping response confirm about the path between two hosts?,The TCP session was established successfully,The DNS name resolved correctly,The route to the destination is functioning at Layer 3 and the host responded,The file transfer completed without errors,C,A successful ping confirms ICMP Echo delivery and response — proving IP connectivity exists between source and destination at Layer 3.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the Type/Length field in an Ethernet frame indicate?,The total length of the physical cable in meters,Either the length of the payload or the type of Layer 3 protocol carried in the payload,The VLAN ID of the frame,The transmission speed to use for this frame,B,The 2-byte Type/Length field indicates what kind of payload the frame carries (EtherType — e.g. 0x0800 = IPv4; 0x0806 = ARP) or in older standards the payload length.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,The source MAC address field in an Ethernet frame identifies what?,The destination device's manufacturer,The device that is sending the frame,The router the frame will be forwarded through,The VLAN the frame belongs to,B,The source MAC field contains the MAC address of the NIC that created and transmitted the frame — switches learn MAC-to-port mappings by reading this field.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the correct order of fields in a standard Ethernet frame from first to last?,Payload → Source MAC → Destination MAC → FCS,Source MAC → Destination MAC → Type/Length → Payload → FCS,Destination MAC → Source MAC → Type/Length → Payload → FCS,FCS → Payload → Type/Length → Destination MAC → Source MAC,C,Ethernet frame order: Destination MAC (6 bytes); Source MAC (6 bytes); Type/Length (2 bytes); Payload (46-1500 bytes); FCS (4 bytes trailer).,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,The FCS (Frame Check Sequence) field is located at which position in an Ethernet frame?,At the beginning before the destination MAC,After the source MAC and before the payload,Between the payload and the Type/Length field,At the very end as a trailer after the payload,D,The FCS is the last field in an Ethernet frame — it is a 4-byte trailer computed by the sender and verified by the receiver to detect transmission errors.,crc/fcs role,frame-level corruption detection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does ARP stand for?,Address Reply Protocol,Automatic Routing Protocol,Address Resolution Protocol,Application Request Packet,C,ARP = Address Resolution Protocol. It maps a known IPv4 address to the corresponding MAC address needed for Layer 2 delivery on the local segment.,arp process,sends ip query and receives mac response on local segment,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,An ARP request must be sent as which type of transmission because the sender does not yet know the destination MAC?,Unicast,Multicast,Anycast,Broadcast,D,ARP requests use destination MAC FF:FF:FF:FF:FF:FF (broadcast) because the sender knows the target IP but not the MAC — it must ask all devices on the segment.,arp process,sends ip query and receives mac response on local segment,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the TCP/IP Internet layer add to data when it encapsulates it for transmission?,Source and destination MAC addresses,Source and destination port numbers,Source and destination IP addresses in an IP header,A cyclic redundancy check trailer,C,The Internet layer adds an IP header containing source and destination IP addresses. This enables routers to forward the packet toward the correct destination host.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,"What is the role of the TCP/IP Application layer, and which protocols are examples of that layer?",Running the routing protocols between ISPs,Carrying HTTP; DNS; FTP; SMTP; and other application-level protocols,Handling MAC address delivery on the local network,Converting IP packets into electrical signals on the cable,B,The TCP/IP Application layer supports user-facing protocols: HTTP (web); DNS (name resolution); FTP (file transfer); SMTP (email). It collapses OSI Layers 5; 6; and 7 into one.,tcp/ip to osi mapping,tcp/ip application maps to osi application/presentation/session,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the purpose of the preamble field that precedes an Ethernet frame?,It contains the destination MAC address for fast switching,It provides a synchronization bit pattern allowing the receiving NIC to lock onto the signal timing before the actual frame data arrives,It is used to indicate the VLAN tag if 802.1Q is enabled,It contains the CRC value for the preceding frame,B,The Ethernet preamble is 7 bytes of alternating 1s and 0s followed by a 1-byte Start Frame Delimiter. It allows the receiver to synchronize its clock before reading the frame data.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is RARP and what input does a device provide to receive an IP address?,RARP is a routing protocol that provides next-hop IP addresses,RARP is a legacy protocol where a device broadcasts its MAC address and receives an IP address assignment in response,RARP is a DNS-like protocol where a device broadcasts a hostname and receives an IP,RARP is a security protocol where a device provides a password hash and receives an access token,B,RARP (Reverse ARP) performs the reverse of ARP: instead of IP-to-MAC the device provides its MAC and receives an IP. A RARP server on the segment responds with the assigned IP.,rarp concept,reverse request model from mac to ip (legacy context),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which TCP/IP layer handles the functions of both OSI Layer 1 (Physical) and OSI Layer 2 (Data Link) together?,Internet,Transport,Application,Network Access,D,TCP/IP Network Access (also called Link layer) covers OSI Layers 1 and 2 — physical signaling and MAC-based frame delivery.,network access mapping,tcp/ip network access maps to osi data link + physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What protocols operate at the TCP/IP Transport layer?,HTTP and DNS,IP and ICMP,TCP and UDP,Ethernet and Wi-Fi,C,The TCP/IP Transport layer carries TCP (connection-oriented; reliable) and UDP (connectionless; unreliable). Both provide end-to-end delivery with port-based multiplexing.,transport mapping,tcp/ip transport maps to osi transport,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,CSMA/CD is used on which type of network medium and why?,Wireless networks where devices cannot physically detect collisions,Fiber optic long-haul networks,Shared half-duplex Ethernet where multiple devices share a single transmission medium,Dedicated point-to-point serial WAN links,C,CSMA/CD applies to shared half-duplex Ethernet (originally coaxial bus; now legacy half-duplex hubs). Full-duplex point-to-point links between switches eliminate collisions making CSMA/CD unnecessary.,csma/cd,collision handling model for shared half-duplex ethernet media,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What makes CSMA/CA more appropriate for wireless networks than CSMA/CD?,Wireless devices can detect collisions better than wired devices,Wireless devices cannot reliably detect collisions after they occur — CSMA/CA avoids them before transmission by listening to confirm the medium is idle,CSMA/CA uses higher transmit power to override other devices' signals,CSMA/CA is required only on networks with more than 50 wireless clients,B,On wireless links collisions produce no detectable electrical signal change at the transmitting NIC. CSMA/CD's detection mechanism (voltage anomaly) doesn't apply. CSMA/CA instead prevents collisions by sensing the channel and adding random back-off before transmitting.,csma/ca,collision-avoidance access model used in wireless contexts,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the payload field in an Ethernet frame?,The FCS error detection trailer,The Layer 3 data (IP packet or other protocol) being carried inside the frame,The source MAC address of the sending device,The preamble synchronization bytes,B,The payload is the data portion of the Ethernet frame — it typically carries an IP packet. IEEE 802.3 specifies the payload must be 46 to 1500 bytes.,ethernet frame structure,destination mac; source mac; type/length; payload; fcs,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which tracert/traceroute output result indicates the router at a particular hop did not respond?,An asterisk (*) symbol in place of the IP address and time,A 0 ms round-trip time response,A duplicate IP address repeating from the previous hop,"The letter ""T"" indicating timeout at the ISP boundary",A,When a router is configured to not respond to ICMP Time Exceeded messages or blocks ICMP entirely tracert shows * for that hop. The probe still increments TTL and proceeds to the next hop.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,"In the context of Ethernet encapsulation what does ""wrapping"" data mean at the Data Link layer?",Data is compressed into a smaller format to increase transmission speed,The IP packet is placed inside an Ethernet frame with a destination MAC header and FCS trailer added around it,Data is encrypted and then decoded at the destination NIC,The frame is duplicated to create redundancy for error recovery,B,Encapsulation at Layer 2: the IP packet (from Layer 3) becomes the payload of the Ethernet frame. The Data Link layer adds the destination MAC; source MAC; and Type/Length header before the payload and the FCS trailer after it.,encapsulation,higher-layer data wrapped by lower-layer headers/trailer for transmission,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,When a frame is received with an FCS that does not match the recalculated value what does the NIC do?,It forwards the corrupted frame and marks it for later correction,It passes the frame to Layer 3 with a warning flag,It discards the frame silently — error detection does not correct errors,It sends a retransmission request to the source,C,FCS is error detection only — not error correction. If the computed CRC does not match the received FCS the NIC discards the frame. The upper layers (e.g. TCP) are responsible for requesting retransmission if needed.,crc/fcs role,frame-level corruption detection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What type of delivery does a network printer use when announcing its availability to all computers on the local segment?,Unicast,Anycast,Broadcast,Multicast,C,A broadcast reaches all devices on the local segment simultaneously — a printer sending an announcement uses broadcast (destination MAC FF:FF:FF:FF:FF:FF) so every computer on the network hears it.,broadcast,one sender to all local hosts using destination mac ff:ff:ff:ff:ff:ff,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which delivery method would a video streaming server use to send the same live stream to 1000 subscribed clients efficiently?,Sending 1000 separate unicast streams to each client,Sending one broadcast to all devices on every network,Sending one multicast stream to a subscribed group that only the 1000 clients join,Sending the stream through 1000 separate TCP connections,C,Multicast sends one copy of the stream to a multicast group address. Only clients that have joined the group receive it — no need for 1000 separate streams or reaching devices that aren't watching.,multicast,one sender to selected group,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the specific role of the Internet layer in the TCP/IP protocol stack?,To handle physical bit transmission over Ethernet cables,To provide end-to-end reliable delivery with retransmission,To route packets between different networks using IP addresses,To manage user sessions and authentication tokens,C,The TCP/IP Internet layer handles logical IP addressing and routing. Routers examine IP headers at this layer to make hop-by-hop forwarding decisions toward the destination.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does tracert/traceroute report for each hop along a network path?,The bandwidth capacity of each link,The IP address and round-trip time of each router in the path from source to destination,The MAC address of each router along the path,The VLAN ID of each network segment traversed,B,Tracert reports each intermediate router's IP address and three round-trip time measurements — showing the complete hop-by-hop path and the latency contribution of each segment.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In a unicast delivery what does the sending device specify as the destination MAC address?,FF:FF:FF:FF:FF:FF to reach all devices,The router's MAC address for all transmissions,The specific MAC address of the single intended recipient,A multicast group MAC address,C,In unicast the sender places the specific MAC address of the target device in the destination MAC field — only that device's NIC accepts the frame.,unicast,one sender to one receiver,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,After crossing a router from one subnet to another what happens to the source and destination MAC addresses in the forwarded frame?,The source and destination MACs remain identical to the original frame,The router replaces both MAC addresses with new values for the next link — MAC addresses are hop-local and change at each router,Only the source MAC is replaced; the destination MAC stays the same,MAC addresses are only present in the first frame and are stripped for all subsequent hops,B,Routers operate at Layer 3. They strip the incoming Layer 2 frame; read the IP header; then create a new Ethernet frame with its own interface MAC as source and the next hop's MAC as destination. IP addresses are preserved end-to-end.,mac boundary at router,mac addresses are hop-local and do not traverse subnets end-to-end,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,When does the CRC in the Ethernet FCS trailer get calculated?,By the receiving NIC after the frame is fully stored in memory,By the sending NIC before the frame is transmitted — the receiver recalculates it and compares,By the switch in the middle of the transmission path,By the router at the point of inter-subnet forwarding,B,CRC calculation: the sender computes a 32-bit CRC over the entire frame and appends it as the FCS. The receiver recomputes the CRC over the received frame — if the values match the frame is undamaged; if not it is discarded.,crc/fcs role,frame-level corruption detection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which protocol at the TCP/IP Internet layer handles error reporting and diagnostic messages like ping and tracert?,TCP,UDP,ICMP,ARP,C,ICMP (Internet Control Message Protocol) is a Layer 3 (Internet layer) protocol used for diagnostics. Ping uses ICMP Echo Request/Reply; tracert uses ICMP Time Exceeded responses.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What layer of the TCP/IP model do Ethernet and Wi-Fi standards belong to?,Internet,Transport,Application,Network Access,D,Ethernet (IEEE 802.3) and Wi-Fi (IEEE 802.11) are Layer 2 and Layer 1 technologies — both fall under the TCP/IP Network Access layer which combines Data Link and Physical.,network access mapping,tcp/ip network access maps to osi data link + physical,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What specific tool would a network engineer use to check if a remote host is reachable at Layer 3 without testing application services?,nslookup,tracert,ping,netstat,C,Ping tests Layer 3 IP reachability using ICMP — it verifies the route to the host exists and the host responds without testing any application service like HTTP or SSH.,icmp tooling,ping; tracert; traceroute for reachability/path diagnostics,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,How does a multicast group differ from a broadcast in terms of which devices receive the traffic?,Broadcast and multicast reach exactly the same set of devices,Broadcast reaches every device on the local segment regardless of interest; multicast only reaches devices that have specifically joined the multicast group,Multicast reaches more devices than broadcast because it crosses router boundaries,Multicast reaches only devices that share the same physical switch port,B,Broadcast: reaches all — subscribed or not. Multicast: only devices that have subscribed to the group receive the traffic. Devices that are not interested never receive or process the frames.,multicast,one sender to selected group,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,An Ethernet frame is received but the computed FCS does not match the received FCS value. What does this indicate?,The frame arrived in the wrong order but can still be used,The frame was corrupted during transmission,The frame's TTL expired before it arrived,The frame was sent by a device with a non-registered MAC address,B,FCS mismatch = frame corruption detected. The CRC verification failed meaning some bits changed during transmission. The frame is discarded.,crc/fcs role,frame-level corruption detection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which TCP/IP layer handles routing decisions by examining the destination IP address of each packet?,Network Access,Transport,Application,Internet,D,The Internet layer (TCP/IP Layer 3 equivalent) examines destination IP addresses and uses routing tables to determine how to forward each packet toward its destination.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is encapsulation in the context of the TCP/IP model?,Encrypting data before it leaves the host,The process of each protocol layer adding its own header (and sometimes trailer) to the data before passing it down to the next layer,Compressing redundant data fields to reduce frame size,Translating between IPv4 and IPv6 format at the border router,B,Encapsulation: each layer wraps the payload from the layer above with its own header. The Transport layer adds port numbers; the Internet layer adds IP addresses; the Network Access layer adds MAC addresses and FCS.,encapsulation,higher-layer data wrapped by lower-layer headers/trailer for transmission,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the term for the reverse process of encapsulation where headers are stripped as data moves up the protocol stack on the receiving device?,Re-encapsulation,Decapsulation,Fragmentation,Decompression,B,Decapsulation: as data travels up the stack on the receiver each layer strips its own header/trailer and passes the payload up. The NIC strips the Ethernet frame; IP strips the IP header; TCP strips the segment header.,encapsulation,higher-layer data wrapped by lower-layer headers/trailer for transmission,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the TCP/IP model call the unit of data that the Internet layer handles?,Segment,Frame,Packet,Datagram,C,At the Internet layer the unit of data is a packet — an IP packet. Transport layer data is a segment; Data Link layer data is a frame.,internet mapping,tcp/ip internet maps to osi network,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,When a device on the LAN sends a message to every other device on the same subnet simultaneously what delivery mode is this?,Unicast,Multicast,Anycast,Broadcast,D,Sending to all devices on the local segment simultaneously is broadcast. The destination MAC FF:FF:FF:FF:FF:FF causes every NIC on the segment to process the frame.,broadcast,one sender to all local hosts using destination mac ff:ff:ff:ff:ff:ff,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
