difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,How many main route-source categories are commonly discussed in introductory routing?,Two,Three,Four,Five,B,"Introductory routing commonly divides route sources into connected, static, and dynamic routes.",route source categories,three route sources,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What does IGP stand for?,Internal Gateway Port,Internet Gateway Policy,Interior Gateway Protocol,Integrated Graph Process,C,IGP stands for Interior Gateway Protocol.,igp definition,interior gateway protocol,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What does EGP stand for?,Exterior Gateway Protocol,Ethernet Gateway Process,Extended Graph Protocol,Edge Group Protocol,A,EGP stands for Exterior Gateway Protocol.,egp definition,exterior gateway protocol,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What is an autonomous system?,A set of routers or networks under one administrative control,A single Ethernet segment,A switch with multiple VLANs,A routing table entry with no next hop,A,An autonomous system is an administrative routing domain.,autonomous system,single administrative control,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Where are IGPs primarily used?,Between unrelated autonomous systems,Inside one autonomous system,Only on access switches,Only on home printers,B,IGPs are designed for routing inside a single autonomous system.,igp scope,within one as,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What is a major design goal of IGPs?,Slow convergence with strict policy,Speed and responsiveness inside the network,Replacing IP addressing,Reducing all CPU usage to zero,B,IGPs are tuned to react quickly to failures inside their routing domain.,igp design,speed and responsiveness,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What is a major design goal of EGPs such as BGP?,High-speed LAN switching,"Stability, control, and policy between networks",Replacing default routes,Providing Layer 2 loop prevention,B,"EGPs emphasize stable, policy-driven route exchange between autonomous systems.",egp design,stability and control,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which category of routing protocol is described as having knowledge of the full topology?,Distance vector,Link state,Default route,Static route,B,Link-state protocols build broader knowledge of the topology.,link state,full topology knowledge,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which category of routing protocol is described as knowing mainly the next hop?,Link state,Distance vector,Exterior gateway,Connected routing,B,Distance-vector protocols know which next hop leads toward destinations but not the whole topology.,distance vector,next hop knowledge,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which protocols are link-state routing protocols?,RIP and EIGRP,OSPF and IS-IS,BGP and RIP,ARP and OSPF,B,OSPF and IS-IS are link-state routing protocols.,link state examples,ospf and isis,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which protocols are commonly grouped in the distance-vector family?,OSPF and IS-IS,BGP and OSPF,RIP and EIGRP,RIP and BGP,C,RIP and EIGRP are commonly grouped in the distance-vector family.,distance vector examples,rip and eigrp,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which protocol is described as sometimes being called an advanced distance-vector or hybrid protocol?,RIP,BGP,IS-IS,EIGRP,D,EIGRP is often described as an advanced distance-vector or hybrid protocol.,eigrp nuance,hybrid label,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which routing approach usually converges faster after a failure?,Link state,Distance vector,Static default routing only,Layer 2 switching only,A,Link-state protocols usually converge faster because they know more about the topology.,convergence,link state faster,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Which routing protocol category usually uses less CPU and RAM because the router tracks less complete topology information?,Link state,Distance vector,EGP only,Default-only routing,B,Distance-vector protocols usually require fewer resources because they keep less topology detail.,resource tradeoff,distance vector fewer resources,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,Why is BGP important between organizations?,It lets networks exchange routes with policy and control,It replaces Ethernet framing,It disables administrative distance,It converts all routes into static routes,A,BGP allows route exchange between autonomous systems with policy and control.,bgp purpose,policy between organizations,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
easy,What practical issue usually pushes a network from static routing toward dynamic routing?,The network grows and manual route upkeep becomes inefficient,The ARP table becomes full,Switch ports stop learning MAC addresses,The subnet mask becomes classful,A,Dynamic routing becomes more useful as manual route maintenance gets harder in larger networks.,routing transition,growth drives dynamic routing,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does longest-prefix match matter in routing?,It prefers the route with the most specific destination match,It always prefers the default route,It avoids using administrative distance,It makes all paths equal,A,Routers prefer the most specific route because it matches the destination more precisely.,longest prefix match,most specific route wins,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a host static route override a broader subnet route for the same destination space?,Because host routes are less specific,Because a host route is more specific than a subnet route,Because ARP prefers host routes,Because switches prioritize /32 routes,B,"A host route is more specific, so longest-prefix match makes it win.",route specificity,host route over subnet route,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a subnet route override a default route?,Because default routes are broadcast routes,Because subnet routes are more specific than the default route,Because default routes cannot forward packets,Because subnet routes have no masks,B,A subnet route has a longer prefix than the default route and is therefore preferred.,route specificity,subnet over default route,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is a default route considered the least specific route?,Because it has the shortest possible prefix match,Because it uses the highest metric,Because it points only to the local LAN,Because it requires no next hop,A,"The default route matches everything, so it is the least specific route possible.",default route specificity,least specific prefix,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can a missing reverse route break communication even when the outbound route is correct?,Because the switch rejects asymmetric MAC addresses,Because return traffic still needs its own valid path,Because the destination host cannot use ARP,Because routers require identical subnet masks at both ends,B,"Routing is directional, so replies need a valid route back.",bidirectional routing,return path dependency,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why are static routes a strong fit for stub networks?,Because stub networks usually have one obvious exit path,Because stub networks cannot run IP,Because stub networks have no default gateway,Because stub networks require BGP,A,"Stub networks are simple and often have only one path out, which suits static routing well.",stub network fit,single exit path,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is static routing usually a poor fit for large changing environments?,Because static routes consume too much bandwidth,Because every change may require manual route updates,Because static routes cannot point to next hops,Because static routing removes default routes,B,Large and changing networks make manual route maintenance difficult and error-prone.,static routing scalability,manual updates in large networks,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does static routing provide predictability?,Because routes stay exactly as configured until an administrator changes them,Because metrics are always zero,Because ARP automatically rewrites routes,Because routing tables never change,A,Static routes behave as configured instead of adapting automatically.,static routing advantage,predictable behavior,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can static routing reduce protocol overhead?,Because it does not exchange routing updates,Because it eliminates Ethernet frames,Because it stops hosts from using ARP,Because it disables route lookups,A,Static routes do not produce routing-protocol update traffic.,static routing advantage,no update traffic,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a router still need a routing table even when hosts know their default gateway?,Because the router still has to choose the next path after receiving the packet,Because hosts no longer use IP addresses,Because switches cannot forward to routers,Because ARP replaces route lookups inside routers,A,The host's default gateway decision only handles the first hop; the router still needs its own route decision.,routing table role,router still chooses path,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a floating static route use a higher administrative distance than the preferred route?,To make the backup less preferred until it is needed,To give it a longer prefix,To stop the router from installing it,To convert it into a connected route,A,A floating static route must be less preferred so the primary route stays active until failure occurs.,floating static route,higher ad for backup,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,When should a floating static route normally become active?,When the preferred route disappears,As soon as the router boots,Whenever ARP fails once,Only when a switch port blocks,A,A floating static route is meant to take over only if the preferred route is lost.,floating static route,activation condition,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why would a normal static route beat an OSPF route when both are candidates for the same destination?,Because static routes always have a longer prefix,Because the static route has a lower administrative distance,Because OSPF does not use IP addresses,Because connected routes are removed first,B,"A static route's administrative distance is lower than OSPF's, so it is preferred when both are candidates for the same destination.",route preference,static over ospf,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can a static route be useful as a standby for a dynamic routing protocol?,Because administrative distance can keep it as a backup path,Because static routes automatically discover neighbors,Because switches prefer static traffic,Because dynamic routes cannot use default gateways,A,A higher-distance static route can remain in reserve until the dynamic route is lost.,backup routing,static as standby,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is administrative distance about route sources rather than destination prefixes?,Because it compares how trustworthy different routing sources are,Because it replaces subnet masks,Because it counts how many hosts exist,Because it is a Layer 2 feature,A,"Administrative distance ranks route sources, not address size or host count.",administrative distance,source ranking not prefix size,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why should a default route not be the only route in every design?,Because some destinations may need more specific routing decisions,Because default routes cannot reach remote networks,Because default routes disable ARP,Because default routes are only for hosts,A,Specific routes may be needed for better control than a single catch-all path can provide.,default route design,specific route need,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is a host route useful when an administrator wants to affect only one destination?,Because it can target one exact host without changing the whole subnet route,Because it disables the default route,Because it automatically summarizes networks,Because it forces BGP to advertise,A,A host route changes forwarding for one destination without changing the larger subnet's path.,host static route,single destination control,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is using a next-hop IP often clearer than naming only an exit interface on a multi-access network?,Because it identifies the intended neighboring router more explicitly,Because interface-based routes cannot forward packets,Because exit interfaces remove administrative distance,Because it changes the frame check sequence,A,A next-hop IP makes the intended path clearer when multiple devices share a segment.,next hop design,clarity on multi access,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is a connected route treated as highly trustworthy?,Because the network is directly attached to the router,Because it has the largest subnet mask,Because it is learned from the internet,Because it has the highest possible metric,A,Connected networks are directly reachable through the router's own interface.,connected route trust,directly attached network,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can ARP not by itself determine the path to a remote network?,Because ARP resolves only local MAC addressing and not Layer 3 path choice,Because ARP only works on routers,Because ARP replaces the routing table,Because ARP carries subnet masks only,A,"ARP solves local delivery, but routing decides how to reach remote networks.",arp limitation,local only not path choice,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can a routing table not by itself deliver a frame on Ethernet?,Because the device still needs the correct local MAC address,Because the routing table contains no IP networks,Because Layer 3 devices do not use frames,Because switches do not allow route lookups,A,A routing decision still requires local Layer 2 delivery information such as a destination MAC.,routing and arp,route plus local mac needed,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is the default gateway MAC used for remote traffic rather than the final remote host MAC?,Because Layer 2 delivery only reaches the next local hop,Because the remote host does not have an IP address,Because the gateway rewrites DNS records,Because ARP can cross every router,A,"A host can only send a frame across its local link, so the frame must target the next hop.",remote delivery,gateway mac for remote send,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a router remove the old Layer 2 header when forwarding a packet?,Because the old Layer 2 header was valid only for the previous hop,Because the IP header can never be forwarded,Because ARP entries expire immediately,Because switches require empty frames,A,The incoming Layer 2 header served only the prior local link and must be replaced for the next link.,router forwarding,remove old layer2 header,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can the MAC addresses change at each routed hop while the IP addresses stay focused on the endpoints?,Because Layer 2 is hop-local while Layer 3 is end-to-end,Because routers rewrite IP addresses every time,Because MAC addresses are larger than IP addresses,Because ARP changes subnet masks,A,"Layer 2 addresses are local to each link, but Layer 3 addresses identify the endpoints across the path.",layered delivery,mac changes ip persists,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does a packet usually pause before transmission if the needed MAC address is unknown?,Because ARP resolution must complete before the frame can be built,Because the router is recomputing subnet masks,Because DHCP must assign a new address first,Because the switch disables the port briefly,A,The device cannot send the frame until it knows the proper Layer 2 destination.,arp dependency,frame waits for mac resolution,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why are Layer 2 checks done before a router makes its Layer 3 forwarding decision?,Because the router must first accept the incoming frame as valid on that interface,Because Layer 3 always happens on switches first,Because routing tables contain MAC addresses only,Because ARP cannot run until TTL is checked,A,The router first confirms the frame is valid and intended for that interface before processing the IP packet inside it.,router forwarding checks,frame validation first,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why does successful routed communication depend on both Layer 2 and Layer 3 processes?,Because Layer 3 chooses the path and Layer 2 handles each local hop,Because Layer 2 alone can route between subnets,Because Layer 3 alone builds Ethernet frames,Because only Layer 1 matters after the first hop,A,End-to-end delivery requires routing decisions plus local frame delivery at every hop.,routing is layered,layer2 plus layer3 required,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why are IGPs described as chatty compared with EGPs?,Because they exchange information more aggressively to react quickly to internal failures,Because they send only one update per day,Because they do not use routing tables,Because they operate at Layer 2,A,IGPs trade extra internal communication for faster responsiveness.,igp behavior,chatty for fast reaction,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is BGP usually not the first choice for fast internal failure response?,Because BGP emphasizes stability and policy more than rapid internal convergence,Because BGP cannot carry routes,Because BGP does not use IP networks,Because BGP is only for switches,A,BGP is designed for controlled inter-domain behavior rather than quick internal convergence.,bgp behavior,stability over fast convergence,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why might the wider internet be intentionally shielded from small internal failures inside one organization?,Because propagating every small event everywhere would create unnecessary instability,Because the internet does not use IP routing,Because autonomous systems cannot fail internally,Because default routes prevent all changes,A,EGPs such as BGP limit how much internal instability is exposed to the rest of the internet.,egp behavior,shield internet from local flaps,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why is policy control especially important between autonomous systems?,Because organizations may need to control what routes they accept and advertise,Because policy replaces routing tables,Because autonomous systems share one MAC table,Because only BGP uses subnet masks,A,"Between organizations, routing decisions involve trust, filtering, and business policy.",bgp policy,control accepted and advertised routes,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can BGP help prevent an organization from advertising routes it should not claim?,Because neighboring networks can filter advertisements based on expected ownership and policy,Because BGP ignores all route announcements,Because BGP removes next-hop information,Because ARP validates every external prefix,A,BGP supports route filtering and policy checks between autonomous systems.,bgp security,filter improper advertisements,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
medium,Why can an organization use both an IGP and BGP at the same time?,Because one can handle internal routing while the other handles external route exchange,Because BGP replaces local forwarding,Because IGPs cannot run on routers,Because only one protocol can carry default routes,A,Many networks use an IGP internally and BGP at the edge toward other autonomous systems.,protocol roles,internal plus external protocols,/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/notes-content/MASTER LIST/Weekly AI Master Lists/Week 11 - AI Master List.md
