difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
medium,Which TCP/UDP port number does HTTPS use by default?,80,21,443,25,C,HTTPS uses TCP port 443. HTTP uses port 80; FTP uses 21; SMTP uses 25.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
medium,What is the correct sequence of the TCP three-way handshake?,ACK → SYN → SYN+ACK,SYN → SYN+ACK → ACK,SYN → ACK → FIN,RST → SYN → ACK,B,TCP connection setup follows SYN from client then SYN+ACK from server then ACK from client.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/TCP - Flags
medium,What is the broadcast address for the network 192.168.10.0/24?,192.168.10.0,192.168.10.1,192.168.10.254,192.168.10.255,D,Broadcast = all host bits set to 1. For /24 the host portion is the last octet: 11111111 = 255 giving 192.168.10.255.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
medium,Why is subnetting used in network design?,To increase the size of each broadcast domain,To segment networks controlling broadcast scope and improving IP address efficiency,To eliminate the requirement for a default gateway,To replace the classful addressing model entirely,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and improving address space utilization.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
medium,Which RFC1918 private range provides the largest number of addresses?,192.168.0.0/16,172.16.0.0/12,10.0.0.0/8,169.254.0.0/16,C,10.0.0.0/8 has 24 host bits providing over 16.7 million addresses — the largest of the three RFC1918 private ranges.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 9 - CIDR and IP Addressing/Public and Private IP Addresses.md
medium,What does the Protocol field in an IPv4 header identify?,The destination TCP or UDP port number,The upper-layer protocol carried in the payload (e.g. TCP=6; UDP=17; ICMP=1),The version of IP being used,The packet's fragmentation offset value,B,The IPv4 Protocol field tells the receiving host which Layer 4 protocol to hand the payload to for processing.,packet header essentials,ttl; protocol field; addressing; and fragmentation controls,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,Which error detection mechanism operates at the Ethernet frame level?,TCP checksum in the transport header,IP header checksum in the network header,CRC carried in the Ethernet FCS trailer,MD5 hash of the entire frame,C,The FCS field in the Ethernet frame trailer carries the CRC value used for frame-level integrity checking.,error detection methods,checksum (transport/header) and crc/fcs (frame integrity),/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Error Detection - Checksum and CRC.md
medium,How does IP datagram forwarding differ from circuit-switched networking?,IP datagrams require a pre-established path before any data can flow,Each IP datagram is forwarded independently at each hop and packets may arrive out of order,Circuit switching uses IP addresses; datagrams use MAC addresses,IP datagrams are only used within LANs not across routed networks,B,IP is a connectionless datagram service — each packet is routed independently with no guaranteed ordering or reserved path.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
easy,What does a subnet address with all host bits set to binary 1 represent?,The network identifier address,The first usable host address on the subnet,The broadcast address sent to all hosts on the subnet,The default gateway address,C,All host bits = 1 produces the broadcast address — frames sent here are delivered to every host on the subnet.,broadcast address rule,host bits all 1 represent one-to-all delivery in subnet,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
easy,What do TCP and UDP port numbers identify?,The physical network interface on a router,The next-hop router in a path,The application or service endpoint at a host,The subnet a host belongs to,C,Port numbers identify which application or service at a host should receive the data — e.g. port 80 = HTTP; port 443 = HTTPS.,port model,tcp/udp port numbers identify application endpoints,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
easy,In classful IPv4 the 192.168.x.x address range belongs to which class?,Class A,Class B,Class C,Class D,C,192.168.x.x is in the Class C range (192.0.0.0 to 223.255.255.255) with a default /24 mask.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,Why is subnetting used in network design?,To increase broadcast domain size so all devices receive every broadcast,To segment networks into smaller parts controlling broadcast traffic and improving address efficiency,To eliminate the need for a default gateway between network segments,To replace the classful addressing model with CIDR notation,B,Subnetting divides large networks into smaller segments reducing broadcast traffic and making IP address use more efficient.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/Subnetting.md
medium,What determines the dividing line between the network portion and host portion of an IPv4 address?,The default gateway IP set in DHCP options,The subnet mask or CIDR prefix length applied to the address,The ARP table entries maintained by the local switch,The DNS server assignment in the DHCP server configuration,B,The subnet mask marks network bits with 1 and host bits with 0 — the prefix length tells you exactly where that boundary falls.,network/host boundary,subnet mask and prefix split determine network id vs host space,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 8 - Binary Math and Subnetting/Subnetting.md
medium,How does ARP locate the MAC address for a destination IP on the local segment?,It sends a DNS query to the local DNS server for the destination's MAC record,It broadcasts an ARP request to all devices on the segment and the owner of that IP replies with its MAC,It opens a TCP connection and reads the source MAC from the SYN packet,It looks up the destination MAC address in the IP routing table,B,ARP broadcasts the target IP to the local segment — only the device that owns that IP sends back a unicast reply with its MAC.,arp operations,resolve local destination mac for ipv4 communication,/home/citadel/Documents/NETC-121/Notes List A - Video Content/Video 7 - Subnetting/ARP.md
medium,How does IP forward each packet across a routed network?,It reserves a fixed end-to-end path before any data flows,Each packet is forwarded independently at each hop and may take different routes or arrive out of order,IP guarantees in-order delivery using acknowledgements at the network layer,All packets in a flow follow the exact same shortest path,B,IP is connectionless — each datagram is routed independently at every hop with no ordering guarantee.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Packet Headers and Transmission.md
medium,In what order is data wrapped by headers as it travels down the protocol stack from application to wire?,Data Link → Network → Transport → Application data,Application data → Transport → Network → Data Link → Physical,Network → Transport → Application → Physical,Physical → Data Link → Network → Transport,B,Encapsulation adds a header at each layer going down — Transport wraps application data; Network wraps that; Data Link wraps that.,encapsulation chain,application data wrapped through transport; network; and data-link layers,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/OSI Encapsulation Table.md
medium,What does a recursive DNS resolver do when a client submits a name query?,It provides an authoritative answer directly from its own zone file,It queries multiple DNS servers through the hierarchy on behalf of the client until the name is fully resolved,It caches DHCP lease records and returns the associated hostname,It forwards the query to the client's default gateway for resolution,B,A recursive resolver walks the DNS hierarchy — root; TLD; domain — on the client's behalf until it gets a final answer.,dns functional model,records; zones; resolver behavior; and lookup workflows,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 2 - Chapter 6 DNS and Name Resolution/DNS
medium,Which port number does DNS use for standard name resolution queries?,80,443,25,53,D,DNS uses port 53 — UDP for standard queries and TCP for zone transfers or large responses.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 5/Ports.md
easy,What does CIDR stand for in networking?,Classful Internet Domain Routing,Classless Inter-Domain Routing,Common Internet Data Register,Centralized IP Distribution Routing,B,CIDR = Classless Inter-Domain Routing — it replaces fixed Class A/B/C subnet boundaries with a flexible prefix-length notation like /24 or /27.,cidr model,classless prefix-length notation enables flexible subnet sizing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the /24 in the CIDR notation 192.168.1.0/24 specify?,The number of host bits in the address,The number of bits used for the network portion of the address,The total number of IP addresses in the subnet including all reserved,The subnet's default gateway hop count,B,In CIDR notation the /prefix number specifies how many bits (from the left) are the network portion — /24 means 24 network bits and 8 host bits.,cidr model,classless prefix-length notation enables flexible subnet sizing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the binary value of the decimal number 192 as it appears in a subnet mask?,11110000,11111000,11000000,10000000,C,192 in binary = 11000000 (128+64 = 192). This pattern appears in the /26 mask last octet (255.255.255.192).,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In classful IPv4 addressing what is the default subnet mask for a Class A network?,255.255.0.0,255.0.0.0,255.255.255.0,255.255.255.128,B,Class A default mask is 255.0.0.0 (/8) — the first octet is the network ID and the remaining three octets are the host portion.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which of the following IP address ranges is defined as Class B in classful IPv4 addressing?,1.0.0.0 to 126.255.255.255,128.0.0.0 to 191.255.255.255,192.0.0.0 to 223.255.255.255,224.0.0.0 to 239.255.255.255,B,Class B addresses range from 128.0.0.0 to 191.255.255.255 with a default /16 mask — the first two octets are the network ID.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the default subnet mask for a Class B network in dotted decimal notation?,255.0.0.0,255.255.255.0,255.255.0.0,255.255.255.128,C,Class B default mask is 255.255.0.0 (/16) — the first two octets identify the network and the last two octets are the host portion.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which of the following is an RFC 1918 private IP address range?,8.0.0.0/8,172.16.0.0/12,100.64.0.0/10,169.254.0.0/16,B,RFC 1918 defines three private ranges: 10.0.0.0/8; 172.16.0.0/12; and 192.168.0.0/16. The 172.16.0.0/12 range covers 172.16.0.0 to 172.31.255.255.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which layer of the OSI model do TCP and UDP operate at?,Layer 2 - Data Link,Layer 3 - Network,Layer 4 - Transport,Layer 7 - Application,C,TCP and UDP operate at OSI Layer 4 (Transport) — they manage end-to-end communication between applications using port numbers.,port model,tcp/udp port numbers identify application endpoints,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What TCP port does HTTP (unencrypted web traffic) use by default?,25,443,80,53,C,HTTP uses TCP port 80. HTTPS uses port 443; SMTP uses 25; DNS uses 53.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What TCP port does SSH (Secure Shell remote management) use by default?,22,23,443,3389,A,SSH uses TCP port 22. Telnet uses 23; HTTPS uses 443; RDP uses 3389.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does UDP stand for?,Unified Data Protocol,User Datagram Protocol,Unidirectional Data Packet,Universal Distribution Protocol,B,UDP = User Datagram Protocol — a connectionless Layer 4 protocol that sends datagrams with no handshake; no ACKs; and no retransmission.,udp behavior,connectionless low-overhead delivery with no reliability guarantees,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which transport protocol provides reliable ordered delivery with acknowledgements?,UDP,ICMP,TCP,ARP,C,TCP (Transmission Control Protocol) is the reliable transport — it uses ACKs; sequence numbers; and retransmission to guarantee ordered delivery.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is encapsulation in networking?,The process of encrypting data before transmission,Wrapping data with protocol headers at each layer as it moves down the protocol stack for transmission,Compressing data to reduce its size before sending over the network,The process of routing packets between different subnets,B,Encapsulation: each layer adds its own header (and sometimes trailer) around the data from the layer above — application data becomes a segment; then a packet; then a frame.,encapsulation chain,application data wrapped through transport; network; and data-link layers,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the purpose of the TTL field in an IPv4 packet header?,It encrypts the packet payload for secure transmission,It specifies the maximum bandwidth allowed for this packet on the network,It limits the packet's lifetime by decrementing at each router — when it reaches zero the packet is discarded,It identifies the transport-layer protocol (TCP or UDP) carried in the payload,C,"TTL (Time To Live) prevents routing loops — each router decrements it by 1; when TTL = 0 the packet is dropped and an ICMP ""Time Exceeded"" message is sent to the source.",packet header essentials,ttl; protocol field; addressing; and fragmentation controls,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the decimal value of the binary octet 11111111?,128,192,254,255,D,11111111 = 128+64+32+16+8+4+2+1 = 255. This value represents the fully masked octet in subnet masks like 255.255.255.0.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the decimal value of the binary octet 11110000?,224,240,248,252,B,11110000 = 128+64+32+16 = 240. This pattern appears in the /28 mask as the last octet of a subnet mask.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the purpose of a subnet mask in IPv4?,It encrypts the network address to prevent unauthorized access,It identifies which portion of an IP address is the network ID and which portion is the host ID,It assigns MAC addresses to devices based on their IP address,It specifies the maximum number of hops a packet can travel,B,A subnet mask uses 1-bits to mark network bits and 0-bits to mark host bits — this tells routers and hosts how to interpret an IP address.,network/host boundary,subnet mask and prefix split determine network id vs host space,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the decimal value of the binary octet 11000000?,128,160,192,224,C,11000000 = 128+64 = 192. This value appears in the /26 subnet mask as 255.255.255.192.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What TCP port does FTP (File Transfer Protocol) use for control connections?,20,21,22,23,B,FTP control connection uses TCP port 21. FTP data transfer uses TCP port 20. SSH uses 22; Telnet uses 23.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What type of address does NAT translate private IP addresses into for internet communication?,Another private IP address,A MAC address,A public routable IP address,A loopback address,C,NAT translates private RFC 1918 IP addresses (like 192.168.1.x) into a public IP address that is routable on the internet.,nat purpose,private-to-public translation for internet access,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,How many host bits does a /24 subnet provide?,8,16,24,32,A,A /24 mask uses 24 bits for the network portion — the remaining 8 bits are host bits (last octet).,usable host math,2^n - 2 model for assignable hosts in subnet,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,How many usable host addresses can a /24 subnet contain?,254,255,256,252,A,/24 has 8 host bits: 2^8 = 256 total addresses minus 2 (network + broadcast) = 254 usable hosts.,usable host math,2^n - 2 model for assignable hosts in subnet,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is a DNS A record used for?,Mapping a hostname to its MAC address,Mapping a hostname to its IPv4 address,Identifying the mail server responsible for a domain,Providing an alias name for an existing hostname,B,A DNS A record maps a hostname (like www.example.com) to an IPv4 address — it is the most fundamental DNS record type.,dns functional model,records; zones; resolver behavior; and lookup workflows,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does a DNS zone contain?,The routing table for a network domain,A collection of DNS resource records for a specific domain managed by an authoritative DNS server,The DHCP scope configuration for a subnet,The list of allowed public IP addresses for a network,B,A DNS zone is an administrative unit containing all DNS records (A; MX; CNAME; NS etc.) for a domain — it is stored on and served by authoritative DNS servers.,dns functional model,records; zones; resolver behavior; and lookup workflows,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the first step in the TCP three-way handshake?,The server sends SYN+ACK,The client sends a SYN packet,The client sends ACK,The server sends FIN,B,TCP handshake: Step 1 — client sends SYN to initiate connection. Step 2 — server replies with SYN+ACK. Step 3 — client sends ACK. Data transfer begins after this.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does IP datagram forwarding mean?,Each packet follows a pre-established dedicated circuit from source to destination,Each packet is forwarded independently at each router hop and may take different paths to the same destination,IP packets are always delivered in the exact order they were sent,IP packets travel directly between hosts without passing through any routers,B,IP is connectionless — each datagram is routed independently at each hop; there is no reserved path and packets may arrive out of order.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What error detection method does the Ethernet frame use to detect corruption?,MD5 hash appended to every frame,CRC value stored in the Frame Check Sequence (FCS) trailer,TCP checksum embedded in the Ethernet header,Parity bit appended to each byte in the payload,B,Ethernet frames include a Frame Check Sequence (FCS) trailer containing a CRC (Cyclic Redundancy Check) — the receiver recalculates the CRC and discards the frame if it does not match.,error detection methods,checksum (transport/header) and crc/fcs (frame integrity),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What TCP flag is sent by a host to request closing a connection?,SYN,ACK,RST,FIN,D,TCP FIN (Finish) flag signals that the sending host has no more data to send — both sides must send FIN to fully close a TCP connection.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which application protocol is typically used for sending email from a mail client to a mail server?,FTP,SMTP,POP3,IMAP,B,SMTP (Simple Mail Transfer Protocol) on TCP port 25 is used to send email from a client to a mail server and between mail servers.,common service ports,protocol-to-port mapping for troubleshooting and filtering,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does a TCP checksum verify?,That the TCP segment was delivered within the TTL limit,That the TCP segment data was not corrupted in transit,That the correct destination port was used,That the segment arrived before the connection timeout expired,B,TCP includes a checksum in its header — both sender and receiver calculate it; if the values differ the segment is discarded as corrupted.,error detection methods,checksum (transport/header) and crc/fcs (frame integrity),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In subnetting how many usable host addresses does a /30 subnet provide?,4,2,6,8,B,A /30 has 2 host bits: 2^2 = 4 total addresses minus 2 (network + broadcast) = 2 usable hosts. /30 subnets are commonly used for point-to-point router links.,usable host math,2^n - 2 model for assignable hosts in subnet,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does TCP use sequence numbers for?,To identify which application port the segment is destined for,To number each byte of data so segments can be reassembled in the correct order at the destination,To set the priority level of each segment in the transmit queue,To identify which router should forward the segment next,B,TCP sequence numbers allow the receiver to reassemble out-of-order segments into the correct byte stream and identify missing segments that require retransmission.,tcp behavior,reliable sequencing; ack-driven retransmission; and handshake control,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is a well-known port in TCP/UDP?,Any port number above 49151,A port number between 0 and 1023 assigned to standard services by IANA,A port dynamically assigned by the OS when a client opens a connection,A port reserved exclusively for UDP traffic,B,Well-known ports (0-1023) are assigned by IANA to standard services — for example port 80 (HTTP); port 443 (HTTPS); port 53 (DNS).,port model,tcp/udp port numbers identify application endpoints,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Why can private IP addresses like 192.168.x.x not be used to communicate directly on the public internet?,Private IPs require a special ISP-provided certificate before they can access the internet,Private IPs are not routed on the public internet — they are filtered by ISP routers; NAT must translate them to public IPs first,Private IPs can access the internet but only on port 80 and port 443,Private IPs are only valid within a single building; they become invalid when leaving a local LAN,B,RFC 1918 private addresses are not routable on the internet — ISP routers discard packets with RFC 1918 source or destination addresses; NAT translates them to public IPs at the network boundary.,public vs private ipv4,routable internet space vs rfc1918 internal ranges,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What protocol does a host use to find the MAC address of a device that has a known IP address on the same subnet?,DNS,ARP,DHCP,ICMP,B,ARP (Address Resolution Protocol) is used to discover the MAC address of a host given its IPv4 address — the host broadcasts an ARP request and the target replies with its MAC.,arp operations,resolve local destination mac for ipv4 communication,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the term connectionless mean when describing IP?,IP establishes a TCP-like handshake before sending each packet,IP packets are forwarded individually at each hop without any prior path reservation or session establishment,IP uses UDP internally to avoid overhead,IP connections are terminated automatically after 60 seconds of inactivity,B,IP is connectionless — no session is established before transmission; each packet is routed independently based on the destination IP address in its header.,datagram behavior,independent packet forwarding and possible out-of-order arrival,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the decimal value of the binary octet 11111000?,224,240,248,252,C,11111000 = 128+64+32+16+8 = 248. This value appears in the /29 subnet mask as 255.255.255.248.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Why is subnetting needed even when an organization has been assigned a Class B address block?,Class B addresses cannot be used without subnetting,A Class B block (/16) contains 65534 usable hosts — placing all of them in one large broadcast domain would flood the network with broadcast traffic; subnetting divides the /16 into smaller segments reducing the broadcast domain size and improving performance,Subnetting a Class B address is only needed if the organization also uses IPv6,Class B addresses are smaller than Class A and need subnetting to increase their address space,B,Subnetting benefit: a flat /16 network means every ARP broadcast; DHCP request; and limited broadcast reaches all 65534 devices — this traffic wastes bandwidth and overwhelms hosts. Subnetting into /24s limits each broadcast domain to 254 hosts; dramatically reducing broadcast overhead.,subnetting objective,segment networks to control broadcast scope and improve address efficiency,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the decimal value of the binary octet 11111100?,248,250,252,254,C,11111100 = 128+64+32+16+8+4 = 252. This value appears in the /30 subnet mask as 255.255.255.252 — used for point-to-point links.,binary place-value math,octet conversion between binary and decimal for subnet calculations,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,A host is on the 10.0.0.0/8 network and needs to communicate with 10.5.0.100. Without a subnet mask configured the host cannot communicate. Using classful rules why does the host need the mask and what does the /8 tell it?,Class A addresses require no mask because all hosts in a Class A are always local,In classful addressing the Class A default /8 mask divides the 32-bit address at the 8-bit boundary — the first octet identifies the network and the remaining 24 bits are host space; without the mask configured the host cannot determine whether 10.5.0.100 is local (same subnet) or requires routing through a gateway; /8 tells it the network is 10.0.0.0 and 10.5.0.100 shares that network ID so it should be reachable via ARP directly,Class A addresses all belong to the same flat network so no mask is needed for local communication,The /8 notation is only used for routing tables not for host communication,B,Classful mask function: 10.0.0.0/8 means the first 8 bits = network (10). Remaining 24 bits = host. The host computes: does my target address (10.5.0.100) share my network bits (10)? Yes — both start with 10. Same /8 network → ARP directly. Different network → use default gateway. This is why the mask must be configured even in classful addressing.,classful baseline,a/b/c defaults as historical foundation for subnet logic,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
medium,What is the specific advantage of CIDR over classful addressing for an organization that needs exactly 500 host addresses?,CIDR requires organizations to use a full Class B block (/16) for any network larger than 254 hosts,CIDR allows assignment of a /23 prefix (512 addresses; 510 usable) which closely matches the requirement — classful addressing would force allocation of a full Class B (/16 = 65534 hosts) wasting 65034 addresses; CIDR right-sizes the allocation to actual need,CIDR and classful addressing are functionally identical — CIDR only changes how addresses are written,CIDR allows reusing private addresses on the public internet eliminating the address waste problem,B,CIDR efficiency: classful requires Class B (/16) for >254 hosts → 65534 allocated for 500 needed = 99.2% waste. CIDR: /23 = 510 usable (perfect fit); /22 = 1022 usable (if growth expected). CIDR enables route aggregation too — an ISP can summarize 256 /24 blocks as one /16 advertisement reducing routing table size.,cidr model,classless prefix-length notation enables flexible subnet sizing,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
