"difficulty","question","choice_a","choice_b","choice_c","choice_d","correct_choice","explanation","concept_key","aspect_key","source_path"
"easy","Which device mainly operates at Layer 2 to forward frames inside a LAN?","Router","Switch","Hub","Firewall","B","A switch mainly works at Layer 2.","switching","layer 2 device","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which device mainly operates at Layer 3 to route packets between networks?","Switch","Hub","Router","Repeater","C","A router mainly works at Layer 3.","routing","layer 3 device","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What can a Layer 3 switch do that a Layer 2 switch cannot do by itself?","Increase cable length","Route between networks","Generate IP addresses","Replace DNS","B","A Layer 3 switch can perform routing as well as switching.","layer 3 switch","routing capability","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What describes classful addressing?","Flexible prefix lengths","Fixed network sizes based on address classes","Routing by MAC address","Addressing without subnet masks","B","Classful addressing uses fixed network sizes based on classes.","ip addressing","classful definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What describes classless addressing?","No masks are used","Flexible prefixes such as CIDR","Only Class A networks exist","Only private IPs are used","B","Classless addressing uses flexible prefix lengths with CIDR.","ip addressing","classless definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the default prefix length for a Class A network?","/8","/16","/24","/30","A","Class A uses a default prefix of /8.","classful addressing","class a prefix","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the default prefix length for a Class B network?","/8","/16","/24","/32","B","Class B uses a default prefix of /16.","classful addressing","class b prefix","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the default prefix length for a Class C network?","/8","/16","/24","/30","C","Class C uses a default prefix of /24.","classful addressing","class c prefix","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does a /24 CIDR prefix mean?","The last 24 bits are network bits","The first 24 bits are network bits","There are 24 hosts","The mask is optional","B","A /24 prefix means the first 24 bits are network bits.","cidr","slash 24 meaning","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the IPv4 loopback address commonly used to refer to the local host?","169.254.1.1","255.255.255.255","127.0.0.1","10.0.0.1","C","127.0.0.1 is the loopback address.","ipv4 addressing","loopback","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What address range commonly appears when DHCP fails and a host self-assigns?","127.0.0.x","169.254.x.x","192.168.x.x","224.0.0.x","B","169.254.x.x is the APIPA range commonly used when DHCP fails.","ipv4 addressing","apipa","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which address is the limited local broadcast address in IPv4?","0.0.0.0","127.0.0.1","255.255.255.255","224.0.0.1","C","255.255.255.255 is the local broadcast address.","ipv4 addressing","broadcast address","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which private IPv4 block begins with 10?","10.0.0.0/8","11.0.0.0/8","100.64.0.0/10","127.0.0.0/8","A","10.0.0.0/8 is a private IPv4 range.","private ipv4","10 slash 8","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which private IPv4 block begins with 172.16?","172.16.0.0/12","172.16.0.0/24","172.0.0.0/8","173.16.0.0/12","A","172.16.0.0/12 is a private IPv4 range.","private ipv4","172 private block","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which private IPv4 block begins with 192.168?","192.0.0.0/8","192.168.0.0/16","198.168.0.0/16","224.168.0.0/16","B","192.168.0.0/16 is a private IPv4 range.","private ipv4","192.168 private block","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What type of traffic is sent from one sender to one receiver?","Broadcast","Anycast","Unicast","Flooding","C","Unicast is one-to-one traffic.","traffic types","unicast","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What type of traffic is sent from one sender to all devices in the local broadcast domain?","Unicast","Broadcast","Multicast","Trunked traffic","B","Broadcast reaches all devices in the local broadcast domain.","traffic types","broadcast","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What type of traffic is sent from one sender to a selected group of receivers?","Broadcast","Multicast","Unicast","Anycast","B","Multicast is one-to-many traffic for a selected group.","traffic types","multicast","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does DNS stand for?","Dynamic Network Service","Domain Name System","Data Naming Service","Distributed Name Switching","B","DNS stands for Domain Name System.","dns","dns full form","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the main job of DNS?","Assign IP addresses dynamically","Translate names into IP addresses","Build routing tables","Tag VLAN traffic","B","DNS resolves names to IP addresses.","dns","name resolution","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does DHCP stand for?","Dynamic Host Configuration Protocol","Direct Host Control Protocol","Dynamic Header Conversion Process","Default Host Configuration Path","A","DHCP stands for Dynamic Host Configuration Protocol.","dhcp","dhcp full form","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which setting can DHCP provide to a host?","Only a MAC address","Only a VLAN ID","An IP address","Only a route summarization table","C","DHCP can provide an IP address to a host.","dhcp","ip assignment","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which setting can DHCP also provide besides an IP address?","A subnet mask","A MAC address vendor code","A switch port number","A BPDU timer","A","DHCP can provide a subnet mask.","dhcp","subnet mask option","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which setting can DHCP provide so a host can reach remote networks?","Root port","Default gateway","Bridge priority","Native VLAN","B","DHCP can provide the default gateway.","dhcp","default gateway option","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which name-resolution setting can DHCP provide?","OSPF area ID","DNS server information","PortFast state","CAM entry","B","DHCP can provide DNS server information.","dhcp","dns option","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the first step in the DHCP DORA process?","Offer","Acknowledge","Discover","Request","C","DORA starts with Discover.","dhcp dora","discover first","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the second step in the DHCP DORA process?","Offer","Discover","Request","Renew","A","After Discover, the server sends an Offer.","dhcp dora","offer second","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the third step in the DHCP DORA process?","Offer","Request","Acknowledge","Release","B","After receiving an Offer, the client sends a Request.","dhcp dora","request third","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the fourth step in the DHCP DORA process?","Acknowledge","Request","Offer","Discover","A","The final DHCP DORA step is Acknowledge.","dhcp dora","ack fourth","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which kind of traffic does a switch flood when a client is looking for a DHCP server?","RIP update","DHCP Discover","Static route","ARP reply","B","A DHCP Discover is broadcast and gets flooded within the VLAN.","switch flooding","dhcp discover flooding","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","Which kind of traffic does a switch flood when a device asks who has a certain IPv4 address?","ARP request","ARP cache entry","DNS response","Unicast TCP segment","A","ARP requests are broadcast and are flooded within the VLAN.","switch flooding","arp request flooding","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does an ARP table store?","MAC-to-port mappings","IP-to-MAC mappings","Network-to-next-hop mappings","Port-to-VLAN mappings","B","An ARP table stores IP-to-MAC mappings.","arp","arp table","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does a CAM table store on a switch?","IP-to-MAC mappings","Route summaries","MAC-to-port mappings","DNS records","C","A switch CAM table stores MAC-to-port mappings.","cam table","mac to port","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does a routing table store?","Only MAC addresses","Network paths and next hops","Only usernames","Only VLAN names","B","A routing table stores network paths and next hops.","routing table","purpose","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What is the common console-port speed used to manage many Cisco devices?","1200 bps","2400 bps","9600 bps","115 bps","C","A common console-port speed is 9600 bps.","console settings","9600 speed","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does the 8 in the console shorthand 9600 8N1 mean?","8 stop bits","8 parity checks","8 data bits","8 VLANs","C","The 8 in 8N1 means 8 data bits.","console settings","8 data bits","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"easy","What does STP prevent in a switched network?","VLAN tagging","Layer 2 loops","DNS failures","Subnet masks","B","STP prevents Layer 2 loops.","stp","purpose","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which OSI mnemonic corresponds to the layers from 1 through 7?","Please Do Not Throw Sausage Pizza Away","People Deliver Nice Traffic Securely Past Applications","Private Data Needs Two Separate Packet Areas","Packets Deliver Networked Systems Properly Always","A","The study guide mnemonic for the OSI layers is Please Do Not Throw Sausage Pizza Away.","osi model","layer mnemonic","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the main difference between a hub and a switch?","A hub routes packets while a switch repeats bits","A hub repeats traffic out every port while a switch forwards based on MAC addresses","A hub uses IP addresses while a switch uses port numbers","A hub creates VLANs while a switch does not","B","A hub repeats traffic out every port. A switch forwards frames using destination MAC addresses.","network devices","hub versus switch","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the main difference between a switch and a router?","A switch uses destination MAC addresses while a router uses destination IP addresses","A switch uses DNS while a router uses DHCP","A switch creates subnets while a router creates cables","A switch always broadcasts while a router never forwards packets","A","Switches forward using MAC addresses and routers forward using IP addresses.","network devices","switch versus router","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Why is classless addressing more efficient than classful addressing?","It removes subnet masks","It lets networks use flexible prefix lengths based on actual need","It allows only Class C addresses","It eliminates routing tables","B","Classless addressing is more efficient because CIDR supports flexible prefix lengths.","cidr","efficiency reason","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does a /0 prefix represent in IPv4 routing?","A host route","A subnet with zero hosts","A default route that matches any destination","A route to the loopback network","C","A /0 prefix is the default route and matches any destination.","cidr","slash zero","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does a /30 prefix commonly indicate in the guide?","A private wireless LAN","A point-to-point link","A loopback interface","A DNS zone","B","The guide notes that /30 is often used on point-to-point links.","cidr","slash 30 use","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","In IPv4 addressing what is the role of the network portion?","It identifies the switch port","It identifies the network","It identifies the VLAN name","It identifies the DNS server","B","The network portion identifies the network.","ipv4 addressing","network portion","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","In IPv4 addressing what is the role of the host portion?","It identifies the device on that network","It identifies the default gateway for every network","It identifies the subnet mask length","It identifies the root bridge","A","The host portion identifies the device on the network.","ipv4 addressing","host portion","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a DHCP lease?","A static route to a DHCP server","The amount of time a device keeps an assigned IP configuration","A switch MAC aging timer","A record in the ARP table","B","A DHCP lease is how long a device keeps the assigned IP configuration.","dhcp","lease definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a DHCP scope?","A list of root bridges","The pool of addresses a DHCP server can hand out","A routing table summary","A VLAN trunk list","B","A DHCP scope is the pool of addresses a server can hand out.","dhcp","scope definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a DHCP reservation?","A timer that disables a switch port","A method that ensures a device receives the same IP address repeatedly","A routing protocol update","A BPDU protection feature","B","A reservation ensures a particular device receives the same IP address repeatedly.","dhcp","reservation definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does a switch do with an unknown unicast frame?","Drops it immediately","Floods it within the VLAN","Routes it to another subnet","Sends it only to the default gateway","B","A switch floods unknown unicasts within the VLAN when the destination MAC is not yet known.","switch flooding","unknown unicast","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Where does switch flooding usually stay according to the guide?","Across the whole routed network","Inside the same VLAN","Only on trunk links","Only on wireless links","B","The guide says flooding usually stays inside the same VLAN.","switch flooding","vlan boundary","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the root bridge in STP?","The switch with the best bridge ID","The only switch with VLAN 1","The router connected to the trunk","The first switch powered on","A","The root bridge is the switch with the best bridge ID.","stp","root bridge definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a BPDU?","A cable test pattern","A Bridge Protocol Data Unit used by STP","A broadcast IP address","A DHCP scope option","B","BPDU stands for Bridge Protocol Data Unit and is used by STP.","stp","bpdu definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a root port in STP?","A port on the root bridge that is always blocked","The best path from a non-root switch to the root","A port used only for DHCP traffic","A port assigned to the native VLAN","B","A root port is the best path from a non-root switch to the root bridge.","stp","root port definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is a designated port in STP?","A port that provides forwarding for a network segment","A port that must always be shut down","A port reserved for routing protocols","A port used to store MAC addresses","A","A designated port is the forwarding port for a network segment.","stp","designated port definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the job of a blocked port in STP?","To forward only multicast traffic","To prevent forwarding that would create a loop","To answer ARP requests","To advertise default routes","B","A blocked port prevents forwarding that would create a loop.","stp","blocked port definition","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which STP state receives BPDUs and does not forward normal user traffic?","Forwarding","Listening","Blocking","Disabled","C","The Blocking state receives BPDUs and does not forward user traffic.","stp states","blocking state","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which STP state prepares for forwarding but does not learn MAC addresses yet?","Listening","Learning","Disabled","Root","A","Listening prepares for forwarding and does not yet learn MAC addresses.","stp states","listening state","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which STP state learns MAC addresses but still does not forward user traffic?","Blocking","Listening","Learning","Disabled","C","The Learning state learns MAC addresses but does not yet forward normal user traffic.","stp states","learning state","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which STP state forwards user traffic normally?","Disabled","Forwarding","Blocking","Learning","B","The Forwarding state forwards user traffic normally.","stp states","forwarding state","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which STP state describes an administratively down or inactive port?","Forwarding","Learning","Listening","Disabled","D","The Disabled state is administratively down or inactive.","stp states","disabled state","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the default STP hello time listed in the guide?","1 second","2 seconds","15 seconds","20 seconds","B","The guide lists the hello timer as 2 seconds.","stp timers","hello timer","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the default STP max-age time listed in the guide?","2 seconds","10 seconds","15 seconds","20 seconds","D","The guide lists max age as 20 seconds.","stp timers","max age","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the classic STP forward-delay timer value listed in the guide?","5 seconds","10 seconds","15 seconds","30 seconds","C","The classic STP forward-delay timer value is 15 seconds.","stp timers","forward delay value","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does VLAN stand for?","Virtual LAN Assignment Layer","Virtual Local Area Network","Verified Local Access Number","Variable Link Access Network","B","VLAN stands for Virtual Local Area Network.","vlan","full form","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What does a VLAN create at Layer 2?","A collision domain only","A separate broadcast domain","A DNS zone","A TCP session","B","A VLAN creates a separate broadcast domain at Layer 2.","vlan","broadcast domain","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is required for devices in different VLANs to communicate?","Only a hub","Only an ARP table","A Layer 3 device","Only a faster switch port","C","Inter-VLAN communication requires a Layer 3 device.","vlan","inter-vlan requirement","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","Which standard is used for VLAN tagging on trunks?","802.11","802.1Q","802.3af","802.1D","B","802.1Q is the VLAN tagging standard used on trunks.","trunking","802.1q standard","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What kind of port typically carries exactly one VLAN for an endpoint?","Trunk port","Access port","Console port","Root port","B","An access port carries one VLAN for an endpoint.","trunking","access port","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What kind of port typically carries multiple VLANs?","Blocked port","Access port","Trunk port","Disabled port","C","A trunk port carries multiple VLANs.","trunking","trunk port","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
"medium","What is the native VLAN on a trunk according to the guide?","The VLAN that is routed first","The VLAN sent untagged by default","The VLAN reserved for ARP only","The VLAN with the highest ID","B","The native VLAN is sent untagged on a trunk by default.","trunking","native vlan","/home/citadel/Documents/citavault/NETC-121/rocket-questions-html/courses/NETC-121/notes-content/Notes List D - Alex's Final Exam Preparation/STUDY GUIDE 1.md"
